Term Locale,Term Category,Term,Alias,Case Sensitive
en-us,Legal - Real Estate,Managed-Competition Lots,,FALSE
en-us,Legal - Real Estate,Manufactured Housing,,FALSE
en-us,Legal - Real Estate,Masonry,,FALSE
en-us,Legal - Real Estate,Master Lease,,FALSE
en-us,Legal - Real Estate,Master-Planned Community,,FALSE
en-us,Legal - Real Estate,Maximum Financing,,FALSE
en-us,Legal - Real Estate,Mechanic's Lien,,FALSE
en-us,Legal - Real Estate,Mechanical Systems,,FALSE
en-us,Legal - Real Estate,Median Price,,FALSE
en-us,Legal - Real Estate,Mediation,,FALSE
en-us,Legal - Real Estate,Merged Credit Report,,FALSE
en-us,Legal - Real Estate,Metes and Bounds,,FALSE
en-us,Legal - Real Estate,Mint Condition,,FALSE
en-us,Legal - Real Estate,Mixed-Income Housing,,FALSE
en-us,Legal - Real Estate,Mixed-Use Development,,FALSE
en-us,Legal - Real Estate,Modification,,FALSE
en-us,Legal - Real Estate,Modified Gross,,FALSE
en-us,Legal - Real Estate,Money Market Account,,FALSE
en-us,Legal - Real Estate,Money Market Funds,,FALSE
en-us,Legal - Real Estate,Mortgage,,FALSE
en-us,Legal - Real Estate,Mortgage Acceleration Clause,,FALSE
en-us,Legal - Real Estate,Mortgage Banker,,FALSE
en-us,Legal - Real Estate,Mortgage Broker,,FALSE
en-us,Legal - Real Estate,Mortgage Insurance,,FALSE
en-us,Legal - Real Estate,Mortgage-Interest Deduction,,FALSE
en-us,Legal - Real Estate,Mortgage Lender,,FALSE
en-us,Legal - Real Estate,Mortgage Life Insurance,,FALSE
en-us,Legal - Real Estate,Mortgagor,,FALSE
en-us,Legal - Real Estate,Motivated Buyer,,FALSE
en-us,Legal - Real Estate,Motivated Seller,,FALSE
en-us,Legal - Real Estate,Move-In Condition,,FALSE
en-us,Legal - Real Estate,Move-Up Buyer,,FALSE
en-us,Legal - Real Estate,Moving Expenses,,FALSE
en-us,Legal - Real Estate,Multidwelling Property,,FALSE
en-us,Legal - Real Estate,Multifamily Mortgage,,FALSE
en-us,Legal - Real Estate,Multiple Listing Service,MLS,FALSE
en-us,Legal - Real Estate,Multiple Offers,,FALSE
en-us,Legal - Real Estate,Municipal Housing Inspector,,FALSE
en-us,Legal - Real Estate,Needs-Based Pricing,,FALSE
en-us,Legal - Real Estate,Negative Amortization,,FALSE
en-us,Legal - Real Estate,Negative-Slope Driveway,,FALSE
en-us,Legal - Real Estate,Neo-Traditional Planning,,FALSE
en-us,Legal - Real Estate,Net Cash Flow,,FALSE
en-us,Legal - Real Estate,Net Lease,,FALSE
en-us,Legal - Real Estate,Net Operating Income,NOI,FALSE
en-us,Legal - Real Estate,Net Rentable Area,,FALSE
en-us,Legal - Real Estate,Net Worth,,FALSE
en-us,Legal - Real Estate,New Urbanism,,FALSE
en-us,Legal - Real Estate,No Cash-Out Refinance,,FALSE
en-us,Legal - Real Estate,No-Competition Lots,,FALSE
en-us,Legal - Real Estate,No-Documentation Loan,,FALSE
en-us,Legal - Real Estate,Non-Assumption Clause,,FALSE
en-us,Legal - Real Estate,Non-Liquid Asset,,FALSE
en-us,Legal - Real Estate,Non-Recurring Closing Costs,,FALSE
en-us,Legal - Real Estate,Note,,FALSE
en-us,Legal - Real Estate,Note Rate,,FALSE
en-us,Legal - Real Estate,Notice of Default,,FALSE
en-us,Legal - Real Estate,Occupancy Cost,,FALSE
en-us,Legal - Real Estate,Offer To Purchase,,FALSE
en-us,Legal - Real Estate,Online Real Estate Listings,,FALSE
en-us,Legal - Real Estate,Open House,,FALSE
en-us,Legal - Real Estate,Open Listing,,FALSE
en-us,Legal - Real Estate,Open Space,,FALSE
en-us,Legal - Real Estate,Operating Expenses,,FALSE
en-us,Legal - Real Estate,Option,,FALSE
en-us,Legal - Real Estate,Options,,FALSE
en-us,Legal - Real Estate,Oral Agreement,,FALSE
en-us,Legal - Real Estate,Original Principal Balance,,FALSE
en-us,Legal - Real Estate,Origination Fee,,FALSE
en-us,Legal - Real Estate,Owner Financing,,FALSE
en-us,Legal - Real Estate,Parcel,,FALSE
en-us,Legal - Real Estate,Parking Strip,,FALSE
en-us,Legal - Real Estate,Partnership,,FALSE
en-us,Legal - Real Estate,Passive Loss,,FALSE
en-us,Legal - Real Estate,Patent Defect,,FALSE
en-us,Legal - Real Estate,Payment Cap,,FALSE
en-us,Legal - Real Estate,Per-Diem Interest,,FALSE
en-us,Legal - Real Estate,Percentage Lease,,FALSE
en-us,Legal - Real Estate,Personal Property,,FALSE
en-us,Legal - Real Estate,Pest-Control Inspection,,FALSE
en-us,Legal - Real Estate,PITI,,TRUE
en-us,Legal - Real Estate,Planned Communities,,FALSE
en-us,Legal - Real Estate,Planned-Unit Development,,FALSE
en-us,Legal - Real Estate,Point,,FALSE
en-us,Legal - Real Estate,Portfolio Lender,,FALSE
en-us,Legal - Real Estate,Possession,,FALSE
en-us,Legal - Real Estate,Potential Rental Income,,FALSE
en-us,Legal - Real Estate,Power of Attorney,,FALSE
en-us,Legal - Real Estate,Pre-Approval Letter,,FALSE
en-us,Legal - Real Estate,Pre-Sold Home,,FALSE
en-us,Legal - Real Estate,Prepaid Expenses,,FALSE
en-us,Legal - Real Estate,Prepaid Interest,,FALSE
en-us,Legal - Real Estate,Prepayment Penalty,,FALSE
en-us,Legal - Real Estate,Prequalification,,FALSE
en-us,Legal - Real Estate,Price Range,,FALSE
en-us,Legal - Real Estate,Principal,,FALSE
en-us,Legal - Real Estate,Principle of Conformity,,FALSE
en-us,Legal - Real Estate,Principle of Progression,,FALSE
en-us,Legal - Real Estate,Principle of Regression,,FALSE
en-us,Legal - Real Estate,Private Mortgage Insurance,PMI,FALSE
en-us,Legal - Real Estate,Probate Sale,,FALSE
en-us,Legal - Real Estate,Proceeds of Condemnation,,FALSE
en-us,Legal - Real Estate,Procurement of Services,,FALSE
en-us,Legal - Real Estate,Procurement of Supplies,,FALSE
en-us,Legal - Real Estate,Procuring Cause,,FALSE
en-us,Legal - Real Estate,Production Home,,FALSE
en-us,Legal - Real Estate,Programming,,FALSE
en-us,Legal - Real Estate,Project Budget,,FALSE
en-us,Legal - Real Estate,Property Line,,FALSE
en-us,Legal - Real Estate,Property Report,,FALSE
en-us,Legal - Real Estate,Property Tax,,FALSE
en-us,Legal - Real Estate,Property Tax Deduction,,FALSE
en-us,Legal - Real Estate,Property Value,,FALSE
en-us,Legal - Real Estate,Proposal To Lease,,FALSE
en-us,Legal - Real Estate,Proration,,FALSE
en-us,Legal - Real Estate,Punch List,,FALSE
en-us,Legal - Real Estate,Purchase Agreement,,FALSE
en-us,Legal - Real Estate,Purchase-Money Mortgage,,FALSE
en-us,Legal - Real Estate,Qualifying Ratios,,FALSE
en-us,Legal - Real Estate,Queen Anne Style,,FALSE
en-us,Legal - Real Estate,Quit-Claim Deed,,FALSE
en-us,Legal - Real Estate,R-Value,,FALSE
en-us,Legal - Real Estate,Rack,,FALSE
en-us,Legal - Real Estate,Rammed-Earth Construction,,FALSE
en-us,Legal - Real Estate,Ranch Style,,FALSE
en-us,Legal - Real Estate,Rate-Improvement Mortgage,,FALSE
en-us,Legal - Real Estate,Rate Lock,,FALSE
en-us,Legal - Real Estate,Real Estate,,FALSE
en-us,Legal - Real Estate,Real Estate Agent,,FALSE
en-us,Legal - Real Estate,Real Estate Attorney,,FALSE
en-us,Legal - Real Estate,Real Estate Broker,,FALSE
en-us,Legal - Real Estate,Real Estate Investment Trusts,REITs,FALSE
en-us,Legal - Real Estate,Real Estate Settlement Procedures Act,RESPA,FALSE
en-us,Legal - Real Estate,Real Property,,FALSE
en-us,Legal - Real Estate,Realtist,,FALSE
en-us,Legal - Real Estate,Realtor,,FALSE
en-us,Legal - Real Estate,Recission,,FALSE
en-us,Legal - Real Estate,Reconveyance,,FALSE
en-us,Legal - Real Estate,Recorder,,FALSE
en-us,Legal - Real Estate,Recording,,FALSE
en-us,Legal - Real Estate,Recording Fee,,FALSE
en-us,Legal - Real Estate,Redlining,,FALSE
en-us,Legal - Real Estate,Refinancing,,FALSE
en-us,Legal - Real Estate,Regulation Z,,FALSE
en-us,Legal - Real Estate,Rehabilitation Mortgage,,FALSE
en-us,Legal - Real Estate,Remaining Term,,FALSE
en-us,Legal - Real Estate,Repayment Plan,,FALSE
en-us,Legal - Real Estate,Replacement Reserve Fund,,FALSE
en-us,Legal - Real Estate,Repossession,,FALSE
en-us,Legal - Real Estate,Resale Value,,FALSE
en-us,Legal - Real Estate,Restructured Loan,,FALSE
en-us,Legal - Real Estate,Return On Equity,ROE,FALSE
en-us,Legal - Real Estate,Return on Investment,,FALSE
en-us,Legal - Real Estate,Reverse Mortgage,,FALSE
en-us,Legal - Real Estate,Right of First offer,,FALSE
en-us,Legal - Real Estate,Right To Recission,,FALSE
en-us,Legal - Real Estate,Rural Housing Service,,FALSE
en-us,Legal - Real Estate,Sale-Leaseback,,FALSE
en-us,Legal - Real Estate,Sales Contract,,FALSE
en-us,Legal - Real Estate,Saltbox Style,,FALSE
en-us,Legal - Real Estate,Schematic Designs,,FALSE
en-us,Legal - Real Estate,Second Mortgage,,FALSE
en-us,Legal - Real Estate,Secondary Mortgage Market,,FALSE
en-us,Legal - Real Estate,Secured Loan,,FALSE
en-us,Legal - Real Estate,Security,,FALSE
en-us,Legal - Real Estate,Seller Broker,,FALSE
en-us,Legal - Real Estate,Seller Carry-Back,,FALSE
en-us,Legal - Real Estate,Seller's Market,,FALSE
en-us,Legal - Real Estate,Seller Take-Back,,FALSE
en-us,Legal - Real Estate,Semi-Custom Home,,FALSE
en-us,Legal - Real Estate,Servicer,,FALSE
en-us,Legal - Real Estate,Setback,,FALSE
en-us,Legal - Real Estate,Settlement Statement,,FALSE
en-us,Legal - Real Estate,Shared-Appreciation Mortgage,,FALSE
en-us,Legal - Real Estate,Shared-Equity Transaction,,FALSE
en-us,Legal - Real Estate,Shingle Style,,FALSE
en-us,Legal - Real Estate,Special Assessment,,FALSE
en-us,Legal - Real Estate,Special Deposit Account,,FALSE
en-us,Legal - Real Estate,Specifications,,FALSE
en-us,Legal - Real Estate,Speculation Home,,FALSE
en-us,Legal - Real Estate,Split-Level Style,,FALSE
en-us,Legal - Real Estate,Square Footage,,FALSE
en-us,Legal - Real Estate,Standard Metropolitan Statistical Area,,FALSE
en-us,Legal - Real Estate,Standard Payment Calculation,,FALSE
en-us,Legal - Real Estate,Starter Home,,FALSE
en-us,Legal - Real Estate,Steel Framing,,FALSE
en-us,Legal - Real Estate,Step-Rate Mortgage,,FALSE
en-us,Legal - Real Estate,Straight Purchase,,FALSE
en-us,Legal - Real Estate,Straight Sale,,FALSE
en-us,Legal - Real Estate,Subagent,,FALSE
en-us,Legal - Real Estate,Subcontractor,,FALSE
en-us,Legal - Real Estate,Subdivision,,FALSE
en-us,Legal - Real Estate,Sublease,,FALSE
en-us,Legal - Real Estate,Subordinate Loan,,FALSE
en-us,Legal - Real Estate,Survey,,FALSE
en-us,Legal - Real Estate,Sweat Equity,,FALSE
en-us,Legal - Real Estate,Tap Fees,,FALSE
en-us,Legal - Real Estate,Tax Deduction,,FALSE
en-us,Legal - Real Estate,Tax Lien,,FALSE
en-us,Legal - Real Estate,Tax Sale,,FALSE
en-us,Legal - Real Estate,Tax Shelter,,FALSE
en-us,Legal - Real Estate,Tear-Down Condition,,FALSE
en-us,Legal - Real Estate,Teaser Rate,,FALSE
en-us,Legal - Real Estate,Tenancy By The Entirety,,FALSE
en-us,Legal - Real Estate,Tenant Improvements,,FALSE
en-us,Legal - Real Estate,Tenants In Common,,FALSE
en-us,Legal - Real Estate,Term Beginning,,FALSE
en-us,Legal - Real Estate,Term Length,,FALSE
en-us,Legal - Real Estate,72-Hour Clause,,FALSE
en-us,Legal - Real Estate,Third-Party Origination,,FALSE
en-us,Legal - Real Estate,Timeshare,,FALSE
en-us,Legal - Real Estate,Title,,FALSE
en-us,Legal - Real Estate,Title Company,,FALSE
en-us,Legal - Real Estate,Title Insurance,,FALSE
en-us,Legal - Real Estate,Title Risk,,FALSE
en-us,Legal - Real Estate,Title Search,,FALSE
en-us,Legal - Real Estate,Total Expense Ratio,,FALSE
en-us,Legal - Real Estate,Townhouse,,FALSE
en-us,Legal - Real Estate,Tract Home,,FALSE
en-us,Legal - Real Estate,Trade Equity,,FALSE
en-us,Legal - Real Estate,Trading Down,,FALSE
en-us,Legal - Real Estate,Trading Up,,FALSE
en-us,Legal - Real Estate,Trans-Union,,FALSE
en-us,Legal - Real Estate,Transfer of Ownership,,FALSE
en-us,Legal - Real Estate,Transfer Tax,,FALSE
en-us,Legal - Real Estate,Treasury Bills,,FALSE
en-us,Legal - Real Estate,Treasury Index,,FALSE
en-us,Legal - Real Estate,Triple Net,NNN,FALSE
en-us,Legal - Real Estate,Trust Account,,FALSE
en-us,Legal - Real Estate,Trustee,,FALSE
en-us,Legal - Real Estate,Truth-In-Lending Act,,FALSE
en-us,Legal - Real Estate,Turnkey,,FALSE
en-us,Legal - Real Estate,Two-Step Mortgage,,FALSE
en-us,Legal - Real Estate,Two- To Four-Family Property,,FALSE
en-us,Legal - Real Estate,U.S. Department of Housing and Urban Development,HUD,FALSE
en-us,Legal - Real Estate,Underwriting,,FALSE
en-us,Legal - Real Estate,Undisclosed Heir,,FALSE
en-us,Legal - Real Estate,Undisclosed Spouse,,FALSE
en-us,Legal - Real Estate,Unrecorded Deed,,FALSE
en-us,Legal - Real Estate,Unsecured Loan,,FALSE
en-us,Legal - Real Estate,Upgrades,,FALSE
en-us,Legal - Real Estate,Upzoning,,FALSE
en-us,Legal - Real Estate,Urban Sprawl,,FALSE
en-us,Legal - Real Estate,Use,,FALSE
en-us,Legal - Real Estate,Usury,,FALSE
en-us,Legal - Real Estate,Utilities Availability,,FALSE
en-us,Legal - Real Estate,Va Loans,,FALSE
en-us,Legal - Real Estate,Vacancy and Credit Losses,,FALSE
en-us,Legal - Real Estate,Value,Price,FALSE
en-us,Legal - Real Estate,Variable Interest Rate,,FALSE
en-us,Legal - Real Estate,Variable Rate,,FALSE
en-us,Legal - Real Estate,Variable Rate Mortgage,,FALSE
en-us,Legal - Real Estate,Vaulted Ceiling,,FALSE
en-us,Legal - Real Estate,Verification of Deposit,,FALSE
en-us,Legal - Real Estate,Verification of Employment,,FALSE
en-us,Legal - Real Estate,Veterans Administration,VA,FALSE
en-us,Legal - Real Estate,Victorian Style,,FALSE
en-us,Legal - Real Estate,Voluntary Lien,,FALSE
en-us,Legal - Real Estate,Waiver,,FALSE
en-us,Legal - Real Estate,Waiver of Subrogation,,FALSE
en-us,Legal - Real Estate,Walk-Through,,FALSE
en-us,Legal - Real Estate,Warranty,,FALSE
en-us,Legal - Real Estate,Wild Deed,,FALSE
en-us,Legal - Real Estate,Will,,FALSE
en-us,Legal - Real Estate,Work Letter,,FALSE
en-us,Legal - Real Estate,Wraparound Mortgage,,FALSE
en-us,Legal - Real Estate,Yield Rate,,FALSE
en-us,Legal - Real Estate,Zero-Lot Lines,,FALSE
en-us,Legal - Real Estate,Zoning,,FALSE
en-us,Legal - Real Estate,Zoning Variance,,FALSE
