Term Locale,Term Category,Court ID,Level,Jurisdiction,Court Type,Court Name,Alias
,,,Court of first instance,Mississippi,Circuit Court,District 4,Mississippi Fourth Judicial District
,,,Court of first instance,Mississippi,Circuit Court,District 5,Mississippi Fifth Judicial District
,,,Court of first instance,Mississippi,Circuit Court,District 6,Mississippi Sixth Judicial District
,,,Court of first instance,Mississippi,Circuit Court,District 7,Mississippi Seventh Judicial District
,,,Court of first instance,Mississippi,Circuit Court,District 8,Mississippi Eighth Judicial District
,,,Court of first instance,Mississippi,Circuit Court,District 9,Mississippi Ninth Judicial District
,,,Court of first instance,Mississippi,Circuit Court,District 10,Mississippi Tenth Judicial District
,,,Court of first instance,Mississippi,Circuit Court,District 11,Mississippi Eleventh Judicial District
,,,Court of first instance,Mississippi,Circuit Court,District 12,Mississippi Twelfth Judicial District
,,,Court of first instance,Mississippi,Circuit Court,District 13,Mississippi Thirteenth Judicial District
,,,Court of first instance,Mississippi,Circuit Court,District 14,Mississippi Fourteenth Judicial District
,,,Court of first instance,Mississippi,Circuit Court,District 15,Mississippi Fifteenth Judicial District
,,,Court of first instance,Mississippi,Circuit Court,District 16,Mississippi Sixteenth Judicial District
,,,Court of first instance,Mississippi,Circuit Court,District 17,Mississippi Seventeenth Judicial District
,,,Court of first instance,Mississippi,Circuit Court,District 18,Mississippi Eighteenth Judicial District
,,,Court of first instance,Mississippi,Circuit Court,District 19,Mississippi Nineteenth Judicial District
,,,Court of first instance,Mississippi,Circuit Court,District 20,Mississippi Twentieth Judicial District
,,,Court of first instance,Mississippi,Circuit Court,District 21,Mississippi Twenty-first Judicial District
,,,Court of first instance,Mississippi,Circuit Court,District 22,Mississippi Twenty-second Judicial District
en-US,US State Courts,444,Court of first instance,Mississippi,Chancery Court,1st District,First Chancery Court District of Mississippi
en-US,US State Courts,445,Court of first instance,Mississippi,Chancery Court,2nd District,Second Chancery Court District of Mississippi
en-US,US State Courts,446,Court of first instance,Mississippi,Chancery Court,3rd District,Third Chancery Court District of Mississippi
en-US,US State Courts,447,Court of first instance,Mississippi,Chancery Court,4th District,Fourth Chancery Court District of Mississippi
en-US,US State Courts,448,Court of first instance,Mississippi,Chancery Court,5th District,Fifth Chancery Court District of Mississippi
en-US,US State Courts,449,Court of first instance,Mississippi,Chancery Court,6th District,Sixth Chancery Court District of Mississippi
en-US,US State Courts,450,Court of first instance,Mississippi,Chancery Court,7th District,Seventh Chancery Court District of Mississippi
en-US,US State Courts,451,Court of first instance,Mississippi,Chancery Court,8th District,Eighth Chancery Court District of Mississippi
en-US,US State Courts,452,Court of first instance,Mississippi,Chancery Court,9th District,Ninth Chancery Court District of Mississippi
en-US,US State Courts,453,Court of first instance,Mississippi,Chancery Court,10th District,Tenth Chancery Court District of Mississippi
en-US,US State Courts,454,Court of first instance,Mississippi,Chancery Court,11th District,Eleventh Chancery Court District of Mississippi
en-US,US State Courts,455,Court of first instance,Mississippi,Chancery Court,12th District,Twelfth Chancery Court District of Mississippi
en-US,US State Courts,456,Court of first instance,Mississippi,Chancery Court,13th District,Thirteenth Chancery Court District of Mississippi
en-US,US State Courts,457,Court of first instance,Mississippi,Chancery Court,14th District,Fourteenth Chancery Court District of Mississippi
en-US,US State Courts,458,Court of first instance,Mississippi,Chancery Court,15th District,Fifteenth Chancery Court District of Mississippi
en-US,US State Courts,459,Court of first instance,Mississippi,Chancery Court,16th District,Sixteenth Chancery Court District of Mississippi
en-US,US State Courts,460,Court of first instance,Mississippi,Chancery Court,17th District,Seventeenth Chancery Court District of Mississippi
en-US,US State Courts,461,Court of first instance,Mississippi,Chancery Court,18th District,Eighteenth Chancery Court District of Mississippi
en-US,US State Courts,462,Court of first instance,Mississippi,Chancery Court,19th District,Nineteenth Chancery Court District of Mississippi
en-US,US State Courts,463,Court of first instance,Mississippi,Chancery Court,20th District,Twentieth Chancery Court District of Mississippi
en-US,US State Courts,#REF!,Intermediate appellate court,Mississippi,Appellate Court,Mississippi Court of Appeals,Mississippi Court of Appeals
en-US,US State Courts,#REF!,Court of last resort,Mississippi,Supreme Court,Supreme Court of Mississippi,Mississippi Supreme Court
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,1st Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,2nd Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,3rd Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,4th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,5th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,6th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,7th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,8th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,9th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,10th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,11th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,12th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,13th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,14th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,15th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,16th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,17th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,18th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,19th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,20th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,21st Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,22nd Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,23rd Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,24th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,25th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,26th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,27th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,28th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,29th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,30th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,31st Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,32nd Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,33rd Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,34th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,35th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,36th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,37th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,38th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,39th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,40th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,41st Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,42nd Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,43rd Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,44th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,45th Judicial Circuit,
en-US,US State Courts,#REF!,Court of first instance,Missouri,Circuit Court,46th Judicial Circuit,
en-US,US State Courts,#REF!,Intermediate appellate court,Missouri,Appellate Court,Eastern District,Eastern Appellate District; Missouri Court of Appeals Eastern District
en-US,US State Courts,#REF!,Intermediate appellate court,Missouri,Appellate Court,Western District,Western Appellate District; Missouri Court of Appeals Western District
en-US,US State Courts,#REF!,Intermediate appellate court,Missouri,Appellate Court,Southern District,Southern Appellate District; Missouri Court of Appeals Southern District
en-US,US State Courts,#REF!,Court of last resort,Missouri,Supreme Court,Supreme Court of Missouri,
en-US,US State Courts,#REF!,Court of first instance,Montana,District Court,1st Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Montana,District Court,2nd Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Montana,District Court,3rd Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Montana,District Court,4th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Montana,District Court,5th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Montana,District Court,6th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Montana,District Court,7th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Montana,District Court,8th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Montana,District Court,9th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Montana,District Court,10th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Montana,District Court,11th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Montana,District Court,12th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Montana,District Court,13th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Montana,District Court,14th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Montana,District Court,15th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Montana,District Court,16th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Montana,District Court,17th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Montana,District Court,18th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Montana,District Court,19th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Montana,District Court,20th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Montana,District Court,21st Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Montana,District Court,22nd Judicial District,
en-US,US State Courts,#REF!,Court of last resort,Montana,Supreme Court,Montana Supreme Court,Montana Supreme Court
en-US,US State Courts,#REF!,Intermediate appellate court,Nebraska,Appellate Court,Nebraska Court of Appeals,Nebraska Court of Appeals
en-US,US State Courts,#REF!,Court of first instance,Nebraska,District Court,1st Judicial District,
,,,Court of first instance,Nebraska,District Court,2nd Judicial District,
,,,Court of first instance,Nebraska,District Court,3rd Judicial District,
,,,Court of first instance,Nebraska,District Court,4th Judicial District,
,,,Court of first instance,Nebraska,District Court,5th Judicial District,
,,,Court of first instance,Nebraska,District Court,6th Judicial District,
,,,Court of first instance,Nebraska,District Court,7th Judicial District,
,,,Court of first instance,Nebraska,District Court,8th Judicial District,
,,,Court of first instance,Nebraska,District Court,9th Judicial District,
,,,Court of first instance,Nebraska,District Court,10th Judicial District,
,,,Court of first instance,Nebraska,District Court,11th Judicial District,
en-US,US State Courts,#REF!,Court of last resort,Nebraska,Supreme Court,Nebraska Supreme Court,
en-US,US State Courts,#REF!,Court of first instance,Nevada,District Court,1st Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Nevada,District Court,2nd Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Nevada,District Court,3rd Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Nevada,District Court,4th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Nevada,District Court,5th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Nevada,District Court,6th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Nevada,District Court,7th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Nevada,District Court,8th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Nevada,District Court,9th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Nevada,District Court,10th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Nevada,District Court,11th Judicial District,
en-US,US State Courts,#REF!,Court of last resort,Nevada,Supreme Court,Supreme Court of Nevada,
en-US,US State Courts,#REF!,Court of first instance,New Hampshire,Superior Court,New Hampshire Superior Court,
en-US,US State Courts,#REF!,Court of last resort,New Hampshire,Supreme Court,New Hampshire Supreme Court,
en-US,US State Courts,#REF!,Court of first instance,New Jersey,Superior Court,Vicinage 1,Atlantic & Cape May Counties Vicinage
en-US,US State Courts,#REF!,Court of first instance,New Jersey,Superior Court,Vicinage 2,Bergen County Vicinage
en-US,US State Courts,#REF!,Court of first instance,New Jersey,Superior Court,Vicinage 3,Burlington County Vicinage
,,,Court of first instance,New Jersey,Superior Court,Vicinage 4,Camden County Vicinage
,,,Court of first instance,New Jersey,Superior Court,Vicinage 5,Essex County Vicinage
,,,Court of first instance,New Jersey,Superior Court,Vicinage 6,Hudson County Vicinage
,,,Court of first instance,New Jersey,Superior Court,Vicinage 7,Mercer County Vicinage
,,,Court of first instance,New Jersey,Superior Court,Vicinage 8,Middlesex County Vicinage
,,,Court of first instance,New Jersey,Superior Court,Vicinage 9,Monmouth County Vicinage
,,,Court of first instance,New Jersey,Superior Court,Vicinage 10,Morris & Sussex Counties Vicinage
,,,Court of first instance,New Jersey,Superior Court,Vicinage 11,Passaic County Vicinage
,,,Court of first instance,New Jersey,Superior Court,Vicinage 12,Union County Vicinage
,,,Court of first instance,New Jersey,Superior Court,Vicinage 13,"Somerset, Hunterdon & Warren Counties Vicinage"
,,,Court of first instance,New Jersey,Superior Court,Vicinage 14,Ocean County Vicinage
,,,Court of first instance,New Jersey,Superior Court,Vicinage 15,"Gloucester, Cumberland & Salem County Vicinage"
en-US,US State Courts,#REF!,Intermediate appellate court,New Jersey,Appellate Court,New Jersey Superior Court Appellate Division,Appellate Division of New Jersey Superior Court
en-US,US State Courts,#REF!,Court of last resort,New Jersey,Supreme Court,Supreme Court of New Jersey,
en-US,US State Courts,#REF!,Intermediate appellate court,New Mexico,Appellate Court,New Mexico Court of Appeals ,
en-US,US State Courts,#REF!,Court of first instance,New Mexico,District Court,1st Judicial District,
en-US,US State Courts,#REF!,Court of first instance,New Mexico,District Court,2nd Judicial District,
en-US,US State Courts,#REF!,Court of first instance,New Mexico,District Court,3rd Judicial District,
en-US,US State Courts,#REF!,Court of first instance,New Mexico,District Court,4th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,New Mexico,District Court,5th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,New Mexico,District Court,6th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,New Mexico,District Court,7th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,New Mexico,District Court,8th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,New Mexico,District Court,9th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,New Mexico,District Court,10th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,New Mexico,District Court,11th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,New Mexico,District Court,12th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,New Mexico,District Court,13th Judicial District,
en-US,US State Courts,#REF!,Court of last resort,New Mexico,Supreme Court,New Mexico Supreme Court,
en-US,US State Courts,#REF!,Court of first instance,New York,Country Court,Albany County Court,
,,,Court of first instance,New York,Country Court,Allegany County Court,
,,,Court of first instance,New York,Country Court,Broome County Court,
,,,Court of first instance,New York,Country Court,Cattaraugus County Court,
,,,Court of first instance,New York,Country Court,Cayuga County Court,
,,,Court of first instance,New York,Country Court,Chautauqua County Court,
,,,Court of first instance,New York,Country Court,Chemung County Court,
,,,Court of first instance,New York,Country Court,Chenango County Court,
,,,Court of first instance,New York,Country Court,Clinton County Court,
,,,Court of first instance,New York,Country Court,Columbia County Court,
,,,Court of first instance,New York,Country Court,Cortland County Court,
,,,Court of first instance,New York,Country Court,Delaware County Court,
,,,Court of first instance,New York,Country Court,Dutchess County Court,
,,,Court of first instance,New York,Country Court,Erie County Court,
,,,Court of first instance,New York,Country Court,Essex County Court,
,,,Court of first instance,New York,Country Court,Franklin County Court,
,,,Court of first instance,New York,Country Court,Fulton County Court,
,,,Court of first instance,New York,Country Court,Genesee County Court,
,,,Court of first instance,New York,Country Court,Greene County Court,
,,,Court of first instance,New York,Country Court,Hamilton County Court,
,,,Court of first instance,New York,Country Court,Herkimer County Court,
,,,Court of first instance,New York,Country Court,Jefferson County Court,
,,,Court of first instance,New York,Country Court,Lewis County Court,
,,,Court of first instance,New York,Country Court,Livingston County Court,
,,,Court of first instance,New York,Country Court,Madison County Court,
,,,Court of first instance,New York,Country Court,Monroe County Court,
,,,Court of first instance,New York,Country Court,Montgomery County Court,
,,,Court of first instance,New York,Country Court,Nassau County Court,
,,,Court of first instance,New York,Country Court,Niagara County Court,
,,,Court of first instance,New York,Country Court,Oneida County Court,
,,,Court of first instance,New York,Country Court,Onondaga County Court,
,,,Court of first instance,New York,Country Court,Ontario County Court,
,,,Court of first instance,New York,Country Court,Orange County Court,
,,,Court of first instance,New York,Country Court,Orleans County Court,
,,,Court of first instance,New York,Country Court,Oswego County Court,
,,,Court of first instance,New York,Country Court,Otsego County Court,
,,,Court of first instance,New York,Country Court,Putnam County Court,
,,,Court of first instance,New York,Country Court,Rensselaer County Court,
,,,Court of first instance,New York,Country Court,Rockland County Court,
,,,Court of first instance,New York,Country Court,St. Lawrence County Court,
,,,Court of first instance,New York,Country Court,Saratoga County Court,
,,,Court of first instance,New York,Country Court,Schenectady County Court,
,,,Court of first instance,New York,Country Court,Schoharie County Court,
,,,Court of first instance,New York,Country Court,Schuyler County Court,
,,,Court of first instance,New York,Country Court,Seneca County Court,
,,,Court of first instance,New York,Country Court,Steuben County Court,
,,,Court of first instance,New York,Country Court,Suffolk County Court,
,,,Court of first instance,New York,Country Court,Sullivan County Court,
,,,Court of first instance,New York,Country Court,Tioga County Court,
,,,Court of first instance,New York,Country Court,Tompkins County Court,
,,,Court of first instance,New York,Country Court,Ulster County Court,
,,,Court of first instance,New York,Country Court,Warren County Court,
,,,Court of first instance,New York,Country Court,Washington County Court,
,,,Court of first instance,New York,Country Court,Wayne County Court,
,,,Court of first instance,New York,Country Court,Westchester County Court,
,,,Court of first instance,New York,Country Court,Wyoming County Court,
,,,Court of first instance,New York,Country Court,Yates County Court,
en-US,US State Courts,#REF!,Court of last resort,New York,Supreme Court,New York Court of Appeals,
en-US,US State Courts,#REF!,Court of first instance,New York,Trial Court,1st Judicial District,
en-US,US State Courts,#REF!,Court of first instance,New York,Trial Court,2nd Judicial District,
en-US,US State Courts,#REF!,Court of first instance,New York,Trial Court,3rd Judicial District,
en-US,US State Courts,#REF!,Court of first instance,New York,Trial Court,4th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,New York,Trial Court,5th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,New York,Trial Court,6th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,New York,Trial Court,7th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,New York,Trial Court,8th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,New York,Trial Court,9th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,New York,Trial Court,10th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,New York,Trial Court,11th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,New York,Trial Court,12th Judicial District,
en-US,US State Courts,#REF!,Court of first instance,New York,Trial Court,13th Judicial District,
en-US,US State Courts,#REF!,Intermediate appellate court,New York,Appellate Court,First Department,First Judicial Department of the Appellate Division of the New York Supreme Court
en-US,US State Courts,#REF!,Intermediate appellate court,New York,Appellate Court,Second Department,Second Judicial Department of the Appellate Division of the New York Supreme Court
en-US,US State Courts,#REF!,Intermediate appellate court,New York,Appellate Court,Third Department,Third Judicial Department of the Appellate Division of the New York Supreme Court
en-US,US State Courts,#REF!,Intermediate appellate court,New York,Appellate Court,Fourth Department,Fourth Judicial Department of the Appellate Division of the New York Supreme Court
en-US,US State Courts,#REF!,Intermediate appellate court,North Carolina,Appellate Court,North Carolina Court of Appeals,
en-US,US State Courts,#REF!,Court of first instance,North Carolina,Superior Court,Superior Court District 1,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 2,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 3A,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 3B,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 4A,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 4B,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 5,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 6A,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 6B,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 7A,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 7BC,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 8A,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 8B,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 9,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 9A,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 10,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 11A,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 11B,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 12,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 13,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 14,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 15A,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 15B,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 16A,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 16B,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 17A,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 17B,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 18,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 19A,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 19B,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 19C,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 19D,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 20A,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 20B,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 21,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 22,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 23,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 24,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 25A,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 25B,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 26,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 27A,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 27B,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 28,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 29A,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 29B,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 30A,
,,,Court of first instance,North Carolina,Superior Court,Superior Court District 30B,
en-US,US State Courts,#REF!,Court of last resort,North Carolina,Supreme Court,North Carolina Supreme Court,Supreme Court of the State of North Carolina
en-US,US State Courts,#REF!,Court of first instance,North Dakota,District Court,North Central Judicial District,
en-US,US State Courts,#REF!,Court of first instance,North Dakota,District Court,Northeast Judicial District,
en-US,US State Courts,#REF!,Court of first instance,North Dakota,District Court,Northeast Central Judicial District,
en-US,US State Courts,#REF!,Court of first instance,North Dakota,District Court,Northwest Judicial District,
en-US,US State Courts,#REF!,Court of first instance,North Dakota,District Court,East Central Judicial District,
en-US,US State Courts,#REF!,Court of first instance,North Dakota,District Court,Southeast Judicial District,
en-US,US State Courts,#REF!,Court of first instance,North Dakota,District Court,South Central Judicial District,
,,,Court of first instance,North Dakota,District Court,Southwest Judicial District,
en-US,US State Courts,#REF!,Court of last resort,North Dakota,Supreme Court,North Dakota Supreme Court,
en-US,US State Courts,#REF!,Court of first instance,Northern Mariana Islands,Superior Court,Northern Mariana Islands Superior Court,
en-US,US State Courts,#REF!,Court of last resort,Northern Mariana Islands,Supreme Court,Northern Mariana Islands Supreme Court,Supreme Court of the Commonwealth of the Northern Mariana Islands; Supreme Court of the Northern Mariana Islands; Supreme Court of the CNMI
en-US,US State Courts,#REF!,Court of first instance,Ohio,Trial Court,Adams County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Allen County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Ashland County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Ashtabula County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Athens County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Auglaize County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Belmont County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Brown County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Butler County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Carroll County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Champaign County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Clark County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Clermont County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Clinton County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Columbiana County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Coshocton County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Crawford County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Cuyahoga County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Darke County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Defiance County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Delaware County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Erie County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Fairfield County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Fayette County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Franklin County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Fulton County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Gallia County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Geauga County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Greene County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Guernsey County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Hamilton County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Hancock County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Hardin County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Harrison County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Henry County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Highland County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Hocking County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Holmes County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Huron County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Jackson County Court of Common Pleas,
