Term Locale,Term Category,Court ID,Level,Jurisdiction,Court Type,Court Name,Alias
en-US,US State Courts,249,Court of first instance,Illinois,Circuit Court,16th Circuit,
en-US,US State Courts,250,Court of first instance,Illinois,Circuit Court,17th Circuit,
en-US,US State Courts,251,Court of first instance,Illinois,Circuit Court,18th Circuit,DuPage County Circuit Court
en-US,US State Courts,252,Court of first instance,Illinois,Circuit Court,19th Circuit,
en-US,US State Courts,253,Court of first instance,Illinois,Circuit Court,20th Circuit,
en-US,US State Courts,254,Court of first instance,Illinois,Circuit Court,21st Circut,
en-US,US State Courts,255,Court of first instance,Illinois,Circuit Court,22nd Circuit,
en-US,US State Courts,256,Court of first instance,Illinois,Circuit Court,23rd Circuit,
en-US,US State Courts,257,Court of first instance,Illinois,Circuit Court,Circuit Court of Cook County,
en-US,US State Courts,258,Court of last resort,Illinois,Supreme Court,Supreme Court of Illinois,Illinois Supreme Court
en-US,US State Courts,259,Intermediate appellate court,Indiana,Appellate Court,First District,
en-US,US State Courts,260,Intermediate appellate court,Indiana,Appellate Court,Second Distric,
en-US,US State Courts,261,Intermediate appellate court,Indiana,Appellate Court,Third District,
en-US,US State Courts,262,Intermediate appellate court,Indiana,Appellate Court,Fourth District,
en-US,US State Courts,263,Intermediate appellate court,Indiana,Appellate Court,Fifth District,
en-US,US State Courts,264,Court of last resort,Indiana,Supreme Court,Supreme Court of Indiana,Indiana Supreme Court
en-US,US State Courts,265,Court of first instance,Indiana,Trial Court,District 1,
,,,Court of first instance,Indiana,Trial Court,District 2,
,,,Court of first instance,Indiana,Trial Court,District 3,
,,,Court of first instance,Indiana,Trial Court,District 4,
,,,Court of first instance,Indiana,Trial Court,District 5,
,,,Court of first instance,Indiana,Trial Court,District 6,
,,,Court of first instance,Indiana,Trial Court,District 7,
,,,Court of first instance,Indiana,Trial Court,District 8,
,,,Court of first instance,Indiana,Trial Court,District 9,
,,,Court of first instance,Indiana,Trial Court,District 10,
,,,Court of first instance,Indiana,Trial Court,District 11,
,,,Court of first instance,Indiana,Trial Court,District 12,
,,,Court of first instance,Indiana,Trial Court,District 13,
,,,Court of first instance,Indiana,Trial Court,District 14,
,,,Court of first instance,Indiana,Trial Court,District 15,
,,,Court of first instance,Indiana,Trial Court,District 16,
,,,Court of first instance,Indiana,Trial Court,District 17,
,,,Court of first instance,Indiana,Trial Court,District 18,
,,,Court of first instance,Indiana,Trial Court,District 19,
,,,Court of first instance,Indiana,Trial Court,District 20,
,,,Court of first instance,Indiana,Trial Court,District 21,
,,,Court of first instance,Indiana,Trial Court,District 22,
,,,Court of first instance,Indiana,Trial Court,District 23,
,,,Court of first instance,Indiana,Trial Court,District 24,
,,,Court of first instance,Indiana,Trial Court,District 25,
,,,Court of first instance,Indiana,Trial Court,District 26,
en-US,US State Courts,266,Intermediate appellate court,Iowa,Appellate Court,Iowa Court of Appeals,Iowa Court of Appeals
en-US,US State Courts,267,Court of first instance,Iowa,District Court,1st Judicial District,Iowa District 1 Court
en-US,US State Courts,268,Court of first instance,Iowa,District Court,2nd Judicial District,Iowa District 2 Court
en-US,US State Courts,269,Court of first instance,Iowa,District Court,3rd Judicial District,Iowa District 3 Court
en-US,US State Courts,270,Court of first instance,Iowa,District Court,4th Judicial District,Iowa District 4 Court
en-US,US State Courts,271,Court of first instance,Iowa,District Court,5th Judicial District,Iowa District 5 Court
en-US,US State Courts,272,Court of first instance,Iowa,District Court,6th Judicial District,Iowa District 6 Court
en-US,US State Courts,273,Court of first instance,Iowa,District Court,7th Judicial District,Iowa District 7 Court
en-US,US State Courts,274,Court of first instance,Iowa,District Court,8th Judicial District,Iowa District 8 Court
en-US,US State Courts,275,Court of last resort,Iowa,Supreme Court,Iowa Supreme Court,
en-US,US State Courts,276,Intermediate appellate court,Kansas,Appellate Court,Kansas Court of Appeals,Kansas Court of Appeals
en-US,US State Courts,277,Court of first instance,Kansas,District Court,District 1,1st Judicial District of Kansas
en-US,US State Courts,278,Court of first instance,Kansas,District Court,District 2,2nd Judicial District of Kansas
en-US,US State Courts,279,Court of first instance,Kansas,District Court,District 3,3rd Judicial District of Kansas
en-US,US State Courts,280,Court of first instance,Kansas,District Court,District 4,4th Judicial District of Kansas
en-US,US State Courts,281,Court of first instance,Kansas,District Court,District 5,5th Judicial District of Kansas
en-US,US State Courts,282,Court of first instance,Kansas,District Court,District 6,6th Judicial District of Kansas
en-US,US State Courts,283,Court of first instance,Kansas,District Court,District 7,7th Judicial District of Kansas
en-US,US State Courts,284,Court of first instance,Kansas,District Court,District 8,8th Judicial District of Kansas
en-US,US State Courts,285,Court of first instance,Kansas,District Court,District 9,9th Judicial District of Kansas
en-US,US State Courts,286,Court of first instance,Kansas,District Court,District 10,10th Judicial District of Kansas
en-US,US State Courts,287,Court of first instance,Kansas,District Court,District 11,11th Judicial District of Kansas
en-US,US State Courts,288,Court of first instance,Kansas,District Court,District 12,12th Judicial District of Kansas
en-US,US State Courts,289,Court of first instance,Kansas,District Court,District 13,13th Judicial District of Kansas
en-US,US State Courts,290,Court of first instance,Kansas,District Court,District 14,14th Judicial District of Kansas
en-US,US State Courts,291,Court of first instance,Kansas,District Court,District 15,15th Judicial District of Kansas
en-US,US State Courts,292,Court of first instance,Kansas,District Court,District 16,16th Judicial District of Kansas
en-US,US State Courts,293,Court of first instance,Kansas,District Court,District 17,17th Judicial District of Kansas
en-US,US State Courts,294,Court of first instance,Kansas,District Court,District 18,18th Judicial District of Kansas
en-US,US State Courts,295,Court of first instance,Kansas,District Court,District 19,19th Judicial District of Kansas
en-US,US State Courts,296,Court of first instance,Kansas,District Court,District 20,20th Judicial District of Kansas
en-US,US State Courts,297,Court of first instance,Kansas,District Court,District 21,21st Judicial District of Kansas
en-US,US State Courts,298,Court of first instance,Kansas,District Court,District 22,22nd Judicial District of Kansas
en-US,US State Courts,299,Court of first instance,Kansas,District Court,District 23,23rd Judicial District of Kansas
en-US,US State Courts,300,Court of first instance,Kansas,District Court,District 24,24th Judicial District of Kansas
en-US,US State Courts,301,Court of first instance,Kansas,District Court,District 25,25th Judicial District of Kansas
en-US,US State Courts,302,Court of first instance,Kansas,District Court,District 26,26th Judicial District of Kansas
en-US,US State Courts,303,Court of first instance,Kansas,District Court,District 27,27th Judicial District of Kansas
en-US,US State Courts,304,Court of first instance,Kansas,District Court,District 28,28th Judicial District of Kansas
en-US,US State Courts,305,Court of first instance,Kansas,District Court,District 29,29th Judicial District of Kansas
en-US,US State Courts,306,Court of first instance,Kansas,District Court,District 30,20th Judicial District of Kansas
en-US,US State Courts,307,Court of first instance,Kansas,District Court,District 31,31st Judicial District of Kansas
en-US,US State Courts,308,Court of last resort,Kansas,Supreme Court,Kansas Supreme Court,Kansas Supreme Court
en-US,US State Courts,309,Court of first instance,Kentucky,Circuit Court,First Circuit,First Circuit Court of Kentucky
en-US,US State Courts,310,Court of first instance,Kentucky,Circuit Court,Second Circuit,Second Circuit Court of Kentucky
en-US,US State Courts,311,Court of first instance,Kentucky,Circuit Court,Third Circuit,Third Circuit Court of Kentucky
en-US,US State Courts,312,Court of first instance,Kentucky,Circuit Court,Fourth Circuit,Fourth Circuit Court of Kentucky
en-US,US State Courts,313,Court of first instance,Kentucky,Circuit Court,Fifth Circuit,Fifth Circuit Court of Kentucky
en-US,US State Courts,314,Court of first instance,Kentucky,Circuit Court,Sixth Circuit,Sixth Circuit Court of Kentucky
en-US,US State Courts,315,Court of first instance,Kentucky,Circuit Court,Seventh Circuit,Seventh Circuit Court of Kentucky
en-US,US State Courts,316,Court of first instance,Kentucky,Circuit Court,Eighth Circuit,Eighth Circuit Court of Kentucky
en-US,US State Courts,317,Court of first instance,Kentucky,Circuit Court,Ninth Circuit,Ninth Circuit Court of Kentucky
en-US,US State Courts,318,Court of first instance,Kentucky,Circuit Court,Tenth Circuit,Tenth Circuit Court of Kentucky
en-US,US State Courts,319,Court of first instance,Kentucky,Circuit Court,Eleventh Circuit,Eleventh Circuit Court of Kentucky
en-US,US State Courts,320,Court of first instance,Kentucky,Circuit Court,Twelfth Circuit,Twelfth Circuit Court of Kentucky
en-US,US State Courts,321,Court of first instance,Kentucky,Circuit Court,Thirteenth Circuit,Thirteenth Circuit Court of Kentucky
en-US,US State Courts,322,Court of first instance,Kentucky,Circuit Court,Fourteenth Circuit,Fourteenth Circuit Court of Kentucky
en-US,US State Courts,323,Court of first instance,Kentucky,Circuit Court,Fifteenth Circuit,Fifteenth Circuit Court of Kentucky
en-US,US State Courts,324,Court of first instance,Kentucky,Circuit Court,Sixteenth Circuit,Sixteenth Circuit Court of Kentucky
en-US,US State Courts,325,Court of first instance,Kentucky,Circuit Court,Seventeenth Circuit,Seventeenth Circuit Court of Kentucky
en-US,US State Courts,326,Court of first instance,Kentucky,Circuit Court,Eighteenth Circuit,Eighteenth Circuit Court of Kentucky
en-US,US State Courts,327,Court of first instance,Kentucky,Circuit Court,Nineteenth Circuit,Nineteenth Circuit Court of Kentucky
en-US,US State Courts,328,Court of first instance,Kentucky,Circuit Court,Twentieth Circuit,Twentieth Circuit Court of Kentucky
en-US,US State Courts,329,Court of first instance,Kentucky,Circuit Court,Twenty-first Circuit,Twenty-first Circuit Court of Kentucky
en-US,US State Courts,330,Court of first instance,Kentucky,Circuit Court,Twenty-second Circuit,Twenty-second Circuit Court of Kentucky
en-US,US State Courts,331,Court of first instance,Kentucky,Circuit Court,Twenty-third Circuit,Twenty-third Circuit Court of Kentucky
en-US,US State Courts,332,Court of first instance,Kentucky,Circuit Court,Twenty-fourth Circuit,Twenty-fourth Circuit Court of Kentucky
en-US,US State Courts,333,Court of first instance,Kentucky,Circuit Court,Twenty-fifth Circuit,Twenty-fifth Circuit Court of Kentucky
en-US,US State Courts,334,Court of first instance,Kentucky,Circuit Court,Twenty-sixth Circuit,Twenty-sixth Circuit Court of Kentucky
en-US,US State Courts,335,Court of first instance,Kentucky,Circuit Court,Twenty-seventh Circuit,Twenty-seventh Circuit Court of Kentucky
en-US,US State Courts,336,Court of first instance,Kentucky,Circuit Court,Twenty-eighth Circuit,Twenty-eighth Circuit Court of Kentucky
en-US,US State Courts,337,Court of first instance,Kentucky,Circuit Court,Twenty-ninth Circuit,Twenty-ninth Circuit Court of Kentucky
en-US,US State Courts,338,Court of first instance,Kentucky,Circuit Court,Thirtieth Circuit,Thirtieth Circuit Court of Kentucky
en-US,US State Courts,339,Court of first instance,Kentucky,Circuit Court,Thirty-first Circuit,Thirty-first Circuit Court of Kentucky
en-US,US State Courts,340,Court of first instance,Kentucky,Circuit Court,Thirty-second Circuit,Thirty-second Circuit Court of Kentucky
en-US,US State Courts,341,Court of first instance,Kentucky,Circuit Court,Thirty-third Circuit,Thirty-third Circuit Court of Kentucky
en-US,US State Courts,342,Court of first instance,Kentucky,Circuit Court,Thirty-fourth Circuit,Thirty-fourth Circuit Court of Kentucky
en-US,US State Courts,343,Court of first instance,Kentucky,Circuit Court,Thirty-fifth Circuit,Thirty-fifth Circuit Court of Kentucky
en-US,US State Courts,344,Court of first instance,Kentucky,Circuit Court,Thirty-sixth Circuit,Thirty-sixth Circuit Court of Kentucky
en-US,US State Courts,345,Court of first instance,Kentucky,Circuit Court,Thirty-seventh Circuit,Thirty-seventh Circuit Court of Kentucky
en-US,US State Courts,346,Court of first instance,Kentucky,Circuit Court,Thirty-eighth Circuit,Thirty-eighth Circuit Court of Kentucky
en-US,US State Courts,347,Court of first instance,Kentucky,Circuit Court,Thirty-ninth Circuit,Thirty-ninth Circuit Court of Kentucky
en-US,US State Courts,348,Court of first instance,Kentucky,Circuit Court,Fortieth Circuit,Fortieth Circuit Court of Kentucky
en-US,US State Courts,349,Court of first instance,Kentucky,Circuit Court,Forty-first Circuit,Forty-first Circuit Court of Kentucky
en-US,US State Courts,350,Court of first instance,Kentucky,Circuit Court,Forty-second Circuit,Forty-second Circuit Court of Kentucky
en-US,US State Courts,351,Court of first instance,Kentucky,Circuit Court,Forty-third Circuit,Forty-third Circuit Court of Kentucky
en-US,US State Courts,352,Court of first instance,Kentucky,Circuit Court,Forty-fourth Circuit,Forty-fourth Circuit Court of Kentucky
en-US,US State Courts,353,Court of first instance,Kentucky,Circuit Court,Forty-fifth Circuit,Forty-fifth Circuit Court of Kentucky
en-US,US State Courts,354,Court of first instance,Kentucky,Circuit Court,Forty-sixth Circuit,Forty-sixth Circuit Court of Kentucky
en-US,US State Courts,355,Court of first instance,Kentucky,Circuit Court,Forty-seventh Circuit,Forty-seventh Circuit Court of Kentucky
en-US,US State Courts,356,Court of first instance,Kentucky,Circuit Court,Forty-eighth Circuit,Forty-eighth Circuit Court of Kentucky
en-US,US State Courts,357,Court of first instance,Kentucky,Circuit Court,Forty-ninth Circuit,Forty-ninth Circuit Court of Kentucky
en-US,US State Courts,358,Court of first instance,Kentucky,Circuit Court,Fiftieth Circuit,Fiftieth Circuit Court of Kentucky
en-US,US State Courts,359,Court of first instance,Kentucky,Circuit Court,Fifty-first Circuit,Fifty-first Circuit Court of Kentucky
en-US,US State Courts,360,Court of first instance,Kentucky,Circuit Court,Fifty-second Circuit,Fifty-second Circuit Court of Kentucky
en-US,US State Courts,361,Court of first instance,Kentucky,Circuit Court,Fifty-third Circuit,Fifty-third Circuit Court of Kentucky
en-US,US State Courts,362,Court of first instance,Kentucky,Circuit Court,Fifty-fourth Circuit,Fifty-fourth Circuit Court of Kentucky
en-US,US State Courts,363,Court of first instance,Kentucky,Circuit Court,Fifty-fifth Circuit,Fifty-fifth Circuit Court of Kentucky
en-US,US State Courts,364,Court of first instance,Kentucky,Circuit Court,Fifty-sixth Circuit,Fifty-sixth Circuit Court of Kentucky
en-US,US State Courts,365,Court of first instance,Kentucky,Circuit Court,Fifty-seventh Circuit,Fifty-seventh Circuit Court of Kentucky
en-US,US State Courts,366,Intermediate appellate court,Kentucky,Appellate Court,Kentucky Court of Appeals,Kentucky Court of Appeals
en-US,US State Courts,367,Court of last resort,Kentucky,Supreme Court,Kentucky Supreme Court,Kentucky Supreme Court
en-US,US State Courts,368,Intermediate appellate court,Louisiana,Appellate Court,1st Circuit,
en-US,US State Courts,369,Intermediate appellate court,Louisiana,Appellate Court,2nd Circuit,
en-US,US State Courts,370,Intermediate appellate court,Louisiana,Appellate Court,3rd Circuit,
en-US,US State Courts,371,Intermediate appellate court,Louisiana,Appellate Court,4th Circuit,
en-US,US State Courts,372,Intermediate appellate court,Louisiana,Appellate Court,5th Circuit,
en-US,US State Courts,373,Court of first instance,Louisiana,District Court,District 1,First Judicial District of Louisiana
en-US,US State Courts,374,Court of first instance,Louisiana,District Court,District 2,Second Judicial District of Louisiana
en-US,US State Courts,375,Court of first instance,Louisiana,District Court,District 3,Third Judicial District of Louisiana
en-US,US State Courts,376,Court of first instance,Louisiana,District Court,District 4,Fourth Judicial District of Louisiana
en-US,US State Courts,377,Court of first instance,Louisiana,District Court,District 5,Fifth Judicial District of Louisiana
en-US,US State Courts,378,Court of first instance,Louisiana,District Court,District 6,Sixth Judicial District of Louisiana
en-US,US State Courts,379,Court of first instance,Louisiana,District Court,District 7,Seventh Judicial District of Louisiana
en-US,US State Courts,380,Court of first instance,Louisiana,District Court,District 8,Eighth Judicial District of Louisiana
en-US,US State Courts,381,Court of first instance,Louisiana,District Court,District 9,Ninth Judicial District of Louisiana
en-US,US State Courts,382,Court of first instance,Louisiana,District Court,District 10,Tenth Judicial District of Louisiana
en-US,US State Courts,383,Court of first instance,Louisiana,District Court,District 11,Eleventh Judicial District of Louisiana
en-US,US State Courts,384,Court of first instance,Louisiana,District Court,District 12,Twelfth Judicial District of Louisiana
en-US,US State Courts,385,Court of first instance,Louisiana,District Court,District 13,Thirteenth Judicial District of Louisiana
en-US,US State Courts,386,Court of first instance,Louisiana,District Court,District 14,Fourteenth Judicial District of Louisiana
en-US,US State Courts,387,Court of first instance,Louisiana,District Court,District 15,Fifteenth Judicial District of Louisiana
en-US,US State Courts,388,Court of first instance,Louisiana,District Court,District 16,Sixteenth Judicial District of Louisiana
en-US,US State Courts,389,Court of first instance,Louisiana,District Court,District 17,Seventeenth Judicial District of Louisiana
en-US,US State Courts,390,Court of first instance,Louisiana,District Court,District 18,Eighteenth Judicial District of Louisiana
en-US,US State Courts,391,Court of first instance,Louisiana,District Court,District 19,Nineteenth Judicial District of Louisiana
en-US,US State Courts,392,Court of first instance,Louisiana,District Court,District 20,Twentieth Judicial District of Louisiana
en-US,US State Courts,393,Court of first instance,Louisiana,District Court,District 21,Twenty-first Judicial District of Louisiana
en-US,US State Courts,394,Court of first instance,Louisiana,District Court,District 22,Twenty-second Judicial District of Louisiana
en-US,US State Courts,395,Court of first instance,Louisiana,District Court,District 23,Twenty-third Judicial District of Louisiana
en-US,US State Courts,396,Court of first instance,Louisiana,District Court,District 24,Twenty-fourth Judicial District of Louisiana
en-US,US State Courts,397,Court of first instance,Louisiana,District Court,District 25,Twenty-fifth Judicial District of Louisiana
en-US,US State Courts,398,Court of first instance,Louisiana,District Court,District 26,Twenty-sixth Judicial District of Louisiana
en-US,US State Courts,399,Court of first instance,Louisiana,District Court,District 27,Twenty-seventh Judicial District of Louisiana
en-US,US State Courts,400,Court of first instance,Louisiana,District Court,District 28,Twenty-eighth Judicial District of Louisiana
en-US,US State Courts,401,Court of first instance,Louisiana,District Court,District 29,Twenty-ninth Judicial District of Louisiana
en-US,US State Courts,402,Court of first instance,Louisiana,District Court,District 30,Thirtieth Judicial District of Louisiana
en-US,US State Courts,403,Court of first instance,Louisiana,District Court,District 31,Thirty-first Judicial District of Louisiana
en-US,US State Courts,404,Court of first instance,Louisiana,District Court,District 32,Thirty-second Judicial District of Louisiana
en-US,US State Courts,405,Court of first instance,Louisiana,District Court,District 33,Thirty-third Judicial District of Louisiana
en-US,US State Courts,406,Court of first instance,Louisiana,District Court,District 34,Thirty-fourth Judicial District of Louisiana
en-US,US State Courts,407,Court of first instance,Louisiana,District Court,District 35,Thirty-fifth Judicial District of Louisiana
en-US,US State Courts,408,Court of first instance,Louisiana,District Court,District 36,Thirty-sixth Judicial District of Louisiana
en-US,US State Courts,409,Court of first instance,Louisiana,District Court,District 37,Thirty-seventh Judicial District of Louisiana
en-US,US State Courts,410,Court of first instance,Louisiana,District Court,District 38,Thirty-eighth Judicial District of Louisiana
en-US,US State Courts,411,Court of first instance,Louisiana,District Court,District 39,Thirty-ninth Judicial District of Louisiana
en-US,US State Courts,412,Court of first instance,Louisiana,District Court,District 40,Fortieth Judicial District of Louisiana
en-US,US State Courts,413,Court of last resort,Louisiana,Supreme Court,Supreme Court of Louisiana,Louisiana Supreme Court
en-US,US State Courts,414,Court of first instance,Maine,Superior Court,Maine Superior Court,
en-US,US State Courts,415,Court of last resort,Maine,Supreme Court,Maine Supreme Judicial Court,
en-US,US State Courts,416,Court of first instance,Maryland,Circuit Court,1st Judicial Circuit,1st Judicial Circuit of Maryland of Maryland
en-US,US State Courts,417,Court of first instance,Maryland,Circuit Court,2nd Judicial Circuit,2nd Judicial Circuit of Maryland of Maryland
en-US,US State Courts,418,Court of first instance,Maryland,Circuit Court,3rd Judicial Circuit,3rd Judicial Circuit of Maryland of Maryland
en-US,US State Courts,419,Court of first instance,Maryland,Circuit Court,4th Judicial Circuit,4th Judicial Circuit of Maryland of Maryland
en-US,US State Courts,420,Court of first instance,Maryland,Circuit Court,5th Judicial Circuit,5th Judicial Circuit of Maryland of Maryland
en-US,US State Courts,421,Court of first instance,Maryland,Circuit Court,6th Judicial Circuit,6th Judicial Circuit of Maryland of Maryland
en-US,US State Courts,422,Court of first instance,Maryland,Circuit Court,7th Judicial Circuit,7th Judicial Circuit of Maryland of Maryland
en-US,US State Courts,423,Court of first instance,Maryland,Circuit Court,8th Judicial Circuit,8th Judicial Circuit of Maryland of Maryland
en-US,US State Courts,424,Court of last resort,Maryland,Supreme Court,Maryland Court of Appeals,Court of Appeals of Maryland
en-US,US State Courts,425,Intermediate appellate court,Maryland,Appellate Court,Maryland Court of Special Appeals,Maryland Court of Special Appeals
en-US,US State Courts,426,Intermediate appellate court,Massachusetts,Appellate Court,Massachusetts Appeals Court,
en-US,US State Courts,427,Court of first instance,Massachusetts,Superior Court,Berkshire County Superior Court,
,,,Court of first instance,Massachusetts,Superior Court,Franklin County Superior Court,
,,,Court of first instance,Massachusetts,Superior Court,Hampshire County Superior Court,
,,,Court of first instance,Massachusetts,Superior Court,Hampden County Superior Court,
,,,Court of first instance,Massachusetts,Superior Court,Worcester County Superior Court,
,,,Court of first instance,Massachusetts,Superior Court,Middlesex County Superior Court,
,,,Court of first instance,Massachusetts,Superior Court,Essex County Superior Court,
,,,Court of first instance,Massachusetts,Superior Court,Suffolk County Superior Court,
,,,Court of first instance,Massachusetts,Superior Court,Norfolk County Superior Court,
,,,Court of first instance,Massachusetts,Superior Court,Plymouth County Superior Court,
,,,Court of first instance,Massachusetts,Superior Court,Bristol County Superior Court,
,,,Court of first instance,Massachusetts,Superior Court,Barnstable County Superior Court,
,,,Court of first instance,Massachusetts,Superior Court,Dukes County Superior Court,
,,,Court of first instance,Massachusetts,Superior Court,Nantucket County Superior Court,
en-US,US State Courts,428,Court of last resort,Massachusetts,Supreme Court,Massachusetts Supreme Judicial Court,Supreme Judicial Court of Massachusetts
en-US,US State Courts,429,Court of first instance,Michigan,Circuit Court,1st Circuit,1st Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,Berrien County Trial Court,
,,,Court of first instance,Michigan,Circuit Court,3rd Circuit,3rd Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,4th Circuit,4th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,5th Circuit,5th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,6th Circuit,6th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,7th Circuit,7th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,8th Circuit,8th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,9th Circuit,9th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,10th Circuit,10th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,11th Circuit,11th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,12th Circuit,12th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,13th Circuit,13th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,14th Circuit,14th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,15th Circuit,15th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,16th Circuit,16th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,17th Circuit,17th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,18th Circuit,18th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,19th Circuit,19th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,20th Circuit,20th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,21st Circuit,21st Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,22nd Circuit,22nd Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,23rd Circuit,23rd Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,24th Circuit,24th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,25th Circuit,25th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,26th Circuit,26th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,27th Circuit,27th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,28th Circuit,28th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,29th Circuit,29th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,30th Circuit,30th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,31st Circuit,31st Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,32nd Circuit,32nd Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,33rd Circuit,33rd Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,34th Circuit,34th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,35th Circuit,35th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,36th Circuit,36th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,37th Circuit,37th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,38th Circuit,38th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,39th Circuit,39th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,40th Circuit,40th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,41st Circuit,41st Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,42nd Circuit,42nd Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,43rd Circuit,43rd Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,44th Circuit,44th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,45th Circuit,45th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,46th Circuit,46th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,47th Circuit,47th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,48th Circuit,48th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,49th Circuit,49th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,50th Circuit,50th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,51st Circuit,51st Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,52nd Circuit,52nd Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,53rd Circuit,53rd Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,54th Circuit,54th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,55th Circuit,55th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,56th Circuit,56th Circuit Court of Michigan
,,,Court of first instance,Michigan,Circuit Court,57th Circuit,57th Circuit Court of Michigan
en-US,US State Courts,430,Intermediate appellate court,Michigan,Appellate Court,Michigan Court of Appeals,
en-US,US State Courts,431,Court of last resort,Michigan,Supreme Court,Michigan Supreme Court,Michigan Supreme Court
en-US,US State Courts,432,Intermediate appellate court,Minnesota,Appellate Court,Minnesota Court of Appeals,
en-US,US State Courts,433,Court of first instance,Minnesota,District Court,First Judicial Circuit,First Judicial District
en-US,US State Courts,434,Court of first instance,Minnesota,District Court,Second Judicial Circuit,Second Judicial District
en-US,US State Courts,435,Court of first instance,Minnesota,District Court,Third Judicial Circuit,Third Judicial District
en-US,US State Courts,436,Court of first instance,Minnesota,District Court,Fourth Judicial Circuit,Fourth Judicial District
en-US,US State Courts,437,Court of first instance,Minnesota,District Court,Fifth Judicial Circuit,Fifth Judicial District
en-US,US State Courts,438,Court of first instance,Minnesota,District Court,Sixth Judicial Circuit,Sixth Judicial District
en-US,US State Courts,439,Court of first instance,Minnesota,District Court,Seventh Judicial Circuit,Seventh Judicial District
en-US,US State Courts,440,Court of first instance,Minnesota,District Court,Eighth Judicial Circuit,Eighth Judicial District
en-US,US State Courts,441,Court of first instance,Minnesota,District Court,Ninth Judicial Circuit,Ninth Judicial District
en-US,US State Courts,442,Court of first instance,Minnesota,District Court,Tenth Judicial Circuit,Tenth Judicial District
en-US,US State Courts,443,Court of last resort,Minnesota,Supreme Court,Minnesota Supreme Court,
,,,Court of first instance,Mississippi,Circuit Court,District 1,Mississippi First Judicial District
,,,Court of first instance,Mississippi,Circuit Court,District 2,Mississippi Second Judicial District
,,,Court of first instance,Mississippi,Circuit Court,District 3,Mississippi Third Judicial District
