Term Locale,Term Category,Term,Case Sensitive
en-US,Legal,occurred,False
en-US,Legal,occurrence,False
en-US,Legal,offer,False
en-US,Legal,offering circular,False
en-US,Legal,office,False
en-US,Legal,official,False
en-US,Legal,offset,False
en-US,Legal,offshore,False
en-US,Legal,oil,False
en-US,Legal,omission,False
en-US,Legal,omit,False
en-US,Legal,open,False
en-US,Legal,operate,False
en-US,Legal,operating advisor,False
en-US,Legal,operating agreement,False
en-US,Legal,opinion,False
en-US,Legal,opportunity,False
en-US,Legal,option,False
en-US,Legal,optionee,False
en-US,Legal,oral,False
en-US,Legal,order,False
en-US,Legal,order for relief,False
en-US,Legal,ordinance,False
en-US,Legal,ordinary,False
en-US,Legal,ordinary course,False
en-US,Legal,ordinary course of business,False
en-US,Legal,organizational,False
en-US,Legal,organized,False
en-US,Legal,original,False
en-US,Legal,other party,False
en-US,Legal,other property,False
en-US,Legal,output,False
en-US,Legal,outside,False
en-US,Legal,outstanding,False
en-US,Legal,outstanding principal,False
en-US,Legal,overhead,False
en-US,Legal,overnight,False
en-US,Legal,owed,False
en-US,Legal,owner,False
en-US,Legal,ownership,False
en-US,Legal,ownership interest,False
en-US,Legal,owns,False
en-US,Legal,package,False
en-US,Legal,page,False
en-US,Legal,paper,False
en-US,Legal,par,False
en-US,Legal,par value,False
en-US,Legal,parent,False
en-US,Legal,parent company,False
en-US,Legal,park,False
en-US,Legal,part,False
en-US,Legal,partial,False
en-US,Legal,participant,False
en-US,Legal,partner,False
en-US,Legal,partnership,False
en-US,Legal,party,False
en-US,Legal,pass-through,False
en-US,Legal,patent,False
en-US,Legal,pay,False
en-US,Legal,payable,False
en-US,Legal,payee,False
en-US,Legal,payment,False
en-US,Legal,payment date,False
en-US,Legal,penalty,False
en-US,Legal,pending,False
en-US,Legal,pension,False
en-US,Legal,per share,False
en-US,Legal,percent,False
en-US,Legal,percentage,False
en-US,Legal,perfect,False
en-US,Legal,perform,False
en-US,Legal,performance bond,False
en-US,Legal,performance period,False
en-US,Legal,period,False
en-US,Legal,permanent,False
en-US,Legal,permissible,False
en-US,Legal,permit,False
en-US,Legal,person,False
en-US,Legal,person or entity,False
en-US,Legal,personal property,False
en-US,Legal,personnel,False
en-US,Legal,petition,False
en-US,Legal,petroleum,False
en-US,Legal,phase,False
en-US,Legal,physical,False
en-US,Legal,place,False
en-US,Legal,placement,False
en-US,Legal,plan,False
en-US,Legal,plan administrator,False
en-US,Legal,plan year,False
en-US,Legal,plant,False
en-US,Legal,pledge,False
en-US,Legal,pledgee,False
en-US,Legal,pledgor,False
en-US,Legal,points,False
en-US,Legal,policy,False
en-US,Legal,political,False
en-US,Legal,political subdivision,False
en-US,Legal,pollutant,False
en-US,Legal,pool,False
en-US,Legal,pooling servicing,False
en-US,Legal,portfolio,False
en-US,Legal,portion,False
en-US,Legal,position,False
en-US,Legal,possession,False
en-US,Legal,postage,False
en-US,Legal,posted,False
en-US,Legal,power,False
en-US,Legal,practice,False
en-US,Legal,precedent,False
en-US,Legal,predecessor,False
en-US,Legal,preemptive,False
en-US,Legal,preferred,False
en-US,Legal,preferred shares,False
en-US,Legal,preferred stock,False
en-US,Legal,prejudice,False
en-US,Legal,preliminary,False
en-US,Legal,premises,False
en-US,Legal,premium,False
en-US,Legal,prepaid,False
en-US,Legal,prepare,False
en-US,Legal,prepay,False
en-US,Legal,prescribed,False
en-US,Legal,present,False
en-US,Legal,present value,False
en-US,Legal,preserve,False
en-US,Legal,president,False
en-US,Legal,press,False
en-US,Legal,prevailing,False
en-US,Legal,prevent,False
en-US,Legal,price,False
en-US,Legal,primary,False
en-US,Legal,prime,False
en-US,Legal,prime rate,False
en-US,Legal,principal,False
en-US,Legal,principal amount,False
en-US,Legal,principal balance,False
en-US,Legal,principal place of business,False
en-US,Legal,principles,False
en-US,Legal,prior,False
en-US,Legal,prior consent,False
en-US,Legal,prior notice,False
en-US,Legal,prior occurrence,False
en-US,Legal,priority,False
en-US,Legal,privacy,False
en-US,Legal,private,False
en-US,Legal,private placement,False
en-US,Legal,privilege,False
en-US,Legal,privileged information,False
en-US,Legal,pro forma,False
en-US,Legal,pro rata,False
en-US,Legal,pro rata share,False
en-US,Legal,procedure,False
en-US,Legal,proceeds,False
en-US,Legal,process,False
en-US,Legal,procure,False
en-US,Legal,produce,False
en-US,Legal,product,False
en-US,Legal,professional,False
en-US,Legal,profit,False
en-US,Legal,program,False
en-US,Legal,prohibited,False
en-US,Legal,project,False
en-US,Legal,project cost,False
en-US,Legal,promissory,False
en-US,Legal,promissory note,False
en-US,Legal,promotional,False
en-US,Legal,proper,False
en-US,Legal,property,False
en-US,Legal,proportion,False
en-US,Legal,proportionate,False
en-US,Legal,proposal,False
en-US,Legal,proprietary,False
en-US,Legal,proprietary information,False
en-US,Legal,prosecution,False
en-US,Legal,prospectus,False
en-US,Legal,protect,False
en-US,Legal,protective order,False
en-US,Legal,protest,False
en-US,Legal,provide,False
en-US,Legal,provisions,False
en-US,Legal,proxy,False
en-US,Legal,public,False
en-US,Legal,public offering,False
en-US,Legal,public utility,False
en-US,Legal,published,False
en-US,Legal,punitive,False
en-US,Legal,purchase,False
en-US,Legal,purchase order,False
en-US,Legal,purchase price,False
en-US,Legal,purpose,False
en-US,Legal,qualification,False
en-US,Legal,qualify,False
en-US,Legal,quality,False
en-US,Legal,quantity,False
en-US,Legal,quarter,False
en-US,Legal,quorum,False
en-US,Legal,range,False
en-US,Legal,rata,False
en-US,Legal,rate,False
en-US,Legal,rate of return,False
en-US,Legal,rating agency,False
en-US,Legal,ratio,False
en-US,Legal,real,False
en-US,Legal,real estate,False
en-US,Legal,real property,False
en-US,Legal,realization,False
en-US,Legal,realized,False
en-US,Legal,reason,False
en-US,Legal,reasonable cost,False
en-US,Legal,reasonable efforts,False
en-US,Legal,reasonable time,False
en-US,Legal,recapitalization,False
en-US,Legal,receipt,False
en-US,Legal,received,False
en-US,Legal,receivership,False
en-US,Legal,recipient,False
en-US,Legal,recitals,False
en-US,Legal,reclassification,False
en-US,Legal,recommended,False
en-US,Legal,reconciliation,False
en-US,Legal,record,False
en-US,Legal,recourse,False
en-US,Legal,recover,False
en-US,Legal,recoverability,False
en-US,Legal,recovery,False
en-US,Legal,redacted,False
en-US,Legal,redeem,False
en-US,Legal,redemption,False
en-US,Legal,reduce,False
en-US,Legal,reduction,False
en-US,Legal,refer,False
en-US,Legal,refinancing,False
en-US,Legal,refrain,False
en-US,Legal,refund,False
en-US,Legal,refuse,False
en-US,Legal,register,False
en-US,Legal,registrant,False
en-US,Legal,registrar,False
en-US,Legal,registration rights,False
en-US,Legal,registration statement,False
en-US,Legal,registry,False
en-US,Legal,regular,False
en-US,Legal,regulated,False
en-US,Legal,regulatory,False
en-US,Legal,regulatory authority,False
en-US,Legal,regulatory body,False
en-US,Legal,reimburse,False
en-US,Legal,reinsurance,False
en-US,Legal,reit,False
en-US,Legal,related,False
en-US,Legal,related party,False
en-US,Legal,related person,False
en-US,Legal,relationship,False
en-US,Legal,release,False
en-US,Legal,relevant,False
en-US,Legal,reliance,False
en-US,Legal,relief,False
en-US,Legal,remainder,False
en-US,Legal,remedy,False
en-US,Legal,remit,False
en-US,Legal,remittance,False
en-US,Legal,remove,False
en-US,Legal,remuneration,False
en-US,Legal,render,False
en-US,Legal,renewal,False
en-US,Legal,rent,False
en-US,Legal,rental,False
en-US,Legal,reorganization,False
en-US,Legal,repaid,False
en-US,Legal,repair,False
en-US,Legal,repay,False
en-US,Legal,replace,False
en-US,Legal,report,False
en-US,Legal,reportable event,False
en-US,Legal,reporting period,False
en-US,Legal,reporting requirements,False
en-US,Legal,represent,False
en-US,Legal,representation,False
en-US,Legal,repurchase,False
en-US,Legal,repurchase request,False
en-US,Legal,reputable,False
en-US,Legal,request,False
en-US,Legal,requirement,False
en-US,Legal,resale,False
en-US,Legal,rescinded,False
en-US,Legal,research,False
en-US,Legal,reserve,False
en-US,Legal,reserve bank,False
en-US,Legal,residence,False
en-US,Legal,residual,False
en-US,Legal,resign,False
en-US,Legal,resold,False
en-US,Legal,resolution,False
en-US,Legal,resolve,False
en-US,Legal,resource,False
en-US,Legal,response,False
en-US,Legal,restated,False
en-US,Legal,restrict,False
en-US,Legal,restricted stock,False
en-US,Legal,restricted subsidiaries,False
en-US,Legal,restructuring,False
en-US,Legal,result,False
en-US,Legal,retail,False
en-US,Legal,retained,False
en-US,Legal,retained earnings,False
en-US,Legal,retention,False
en-US,Legal,retire,False
en-US,Legal,retirement income,False
en-US,Legal,retirement plan,False
en-US,Legal,return,False
en-US,Legal,revenue,False
en-US,Legal,reverse,False
en-US,Legal,review,False
en-US,Legal,revised,False
en-US,Legal,revocation,False
en-US,Legal,revolving,False
en-US,Legal,right,False
en-US,Legal,risk,False
en-US,Legal,risk retention,False
en-US,Legal,river,False
en-US,Legal,role,False
en-US,Legal,royalty,False
en-US,Legal,rto,False
en-US,Legal,rule,False
en-US,Legal,rule or regulation,False
en-US,Legal,rules and regulations,False
en-US,Legal,safety,False
en-US,Legal,salary,False
en-US,Legal,sale,False
en-US,Legal,sample,False
en-US,Legal,sanctions,False
en-US,Legal,satisfaction,False
en-US,Legal,satisfactory,False
en-US,Legal,satisfy,False
en-US,Legal,savings,False
en-US,Legal,schedule,False
en-US,Legal,scope,False
en-US,Legal,second,False
en-US,Legal,secret,False
en-US,Legal,secretary,False
en-US,Legal,section,False
en-US,Legal,secure,False
en-US,Legal,secured party,False
en-US,Legal,securities and exchange commission,False
en-US,Legal,securitization,False
en-US,Legal,security agreement,False
en-US,Legal,security interest,False
en-US,Legal,selection,False
en-US,Legal,sell,False
en-US,Legal,seller,False
en-US,Legal,send,False
en-US,Legal,senior,False
en-US,Legal,senior executive,False
en-US,Legal,sent,False
en-US,Legal,sentence,False
en-US,Legal,separation,False
en-US,Legal,series,False
en-US,Legal,service,False
en-US,Legal,service provider,False
en-US,Legal,servicing agreement,False
en-US,Legal,servicing fee,False
en-US,Legal,settle,False
en-US,Legal,settlement,False
en-US,Legal,several,False
en-US,Legal,share,False
en-US,Legal,shareholder,False
en-US,Legal,shelf,False
en-US,Legal,short,False
en-US,Legal,short-term,False
en-US,Legal,sign,False
en-US,Legal,signatory,False
en-US,Legal,signature,False
en-US,Legal,significant,False
en-US,Legal,significant subsidiary,False
en-US,Legal,simple,False
en-US,Legal,single,False
en-US,Legal,site,False
en-US,Legal,software,False
en-US,Legal,sold,False
en-US,Legal,sole,False
en-US,Legal,sole discretion,False
en-US,Legal,solicit,False
en-US,Legal,solvency,False
en-US,Legal,source,False
en-US,Legal,source code,False
en-US,Legal,spare part,False
en-US,Legal,special,False
en-US,Legal,special servicer,False
en-US,Legal,specifications,False
en-US,Legal,sponsor,False
en-US,Legal,spouse,False
en-US,Legal,spread,False
en-US,Legal,staff,False
en-US,Legal,standard,False
en-US,Legal,state,False
en-US,Legal,state law,False
en-US,Legal,statement,False
en-US,Legal,station,False
en-US,Legal,statistical,False
en-US,Legal,status,False
en-US,Legal,statute,False
en-US,Legal,statutory,False
en-US,Legal,stock,False
en-US,Legal,stock options,False
en-US,Legal,stockholder,False
en-US,Legal,stolen,False
en-US,Legal,storage,False
en-US,Legal,strategy,False
en-US,Legal,strict,False
en-US,Legal,structure,False
en-US,Legal,subcontract,False
en-US,Legal,subcontractor,False
en-US,Legal,subdivision,False
en-US,Legal,subject,False
en-US,Legal,submission,False
en-US,Legal,submit,False
en-US,Legal,subordinate,False
en-US,Legal,subrogation,False
en-US,Legal,subscribe,False
en-US,Legal,subscription,False
en-US,Legal,subsection,False
en-US,Legal,subsidiary,False
en-US,Legal,substance,False
en-US,Legal,substantial,False
en-US,Legal,substantial completion,False
en-US,Legal,substantial part,False
en-US,Legal,substantially all,False
en-US,Legal,substitute,False
en-US,Legal,succeeding,False
en-US,Legal,succession,False
en-US,Legal,successor,False
en-US,Legal,sufficient,False
en-US,Legal,suit,False
en-US,Legal,sum,False
en-US,Legal,supersede,False
en-US,Legal,supervision,False
en-US,Legal,supervisor,False
en-US,Legal,supervisory,False
en-US,Legal,supplement,False
en-US,Legal,supplier,False
en-US,Legal,supply,False
en-US,Legal,support,False
en-US,Legal,surety,False
en-US,Legal,surplus,False
en-US,Legal,surrender,False
en-US,Legal,surveillance,False
en-US,Legal,survey,False
en-US,Legal,survive,False
en-US,Legal,surviving corporation,False
en-US,Legal,suspend,False
en-US,Legal,suspension,False
en-US,Legal,swap,False
en-US,Legal,swing,False
en-US,Legal,system,False
en-US,Legal,take,False
en-US,Legal,taken,False
en-US,Legal,tangible,False
en-US,Legal,tax,False
en-US,Legal,tax returns,False
en-US,Legal,taxable,False
en-US,Legal,taxpayer,False
en-US,Legal,team,False
en-US,Legal,technical,False
en-US,Legal,technology,False
en-US,Legal,telephone,False
en-US,Legal,temporary,False
en-US,Legal,tenant,False
en-US,Legal,tender,False
en-US,Legal,term,False
en-US,Legal,term loan,False
en-US,Legal,terminate,False
en-US,Legal,termination date,False
en-US,Legal,termination event,False
en-US,Legal,territory,False
en-US,Legal,terrorism,False
en-US,Legal,test,False
en-US,Legal,third party,False
en-US,Legal,threatened,False
en-US,Legal,time,False
en-US,Legal,title,False
en-US,Legal,title company,False
en-US,Legal,tort,False
en-US,Legal,total,False
en-US,Legal,total assets,False
en-US,Legal,trade,False
en-US,Legal,trade secret,False
en-US,Legal,trademark,False
en-US,Legal,training,False
en-US,Legal,tranche,False
en-US,Legal,transaction,False
en-US,Legal,transfer,False
en-US,Legal,transfer agent,False
en-US,Legal,transferee,False
en-US,Legal,transferor,False
en-US,Legal,transition,False
en-US,Legal,transmission,False
en-US,Legal,transmitted,False
en-US,Legal,transportation,False
en-US,Legal,travel,False
en-US,Legal,treasurer,False
en-US,Legal,treasury,False
en-US,Legal,treated,False
en-US,Legal,treatment,False
en-US,Legal,treaty,False
en-US,Legal,trial,False
en-US,Legal,trigger,False
en-US,Legal,trust,False
en-US,Legal,trust account,False
en-US,Legal,trust agreement,False
en-US,Legal,trust certificate,False
en-US,Legal,trust company,False
en-US,Legal,trust grantor,False
en-US,Legal,trustee,False
en-US,Legal,type,False
en-US,Legal,ucc,False
en-US,Legal,unable,False
en-US,Legal,unaudited,False
en-US,Legal,unauthorized,False
en-US,Legal,unconditional,False
en-US,Legal,underlying,False
en-US,Legal,undertake,False
en-US,Legal,underwriter,False
en-US,Legal,underwritten,False
en-US,Legal,unemployment insurance,False
en-US,Legal,unenforceable,False
en-US,Legal,uniform,False
en-US,Legal,uniform commercial code,False
en-US,Legal,union,False
en-US,Legal,unit,False
en-US,Legal,united states,False
en-US,Legal,unlawful,False
en-US,Legal,unrealized,False
en-US,Legal,unrelated,False
en-US,Legal,unremedied,False
en-US,Legal,unsecured,False
en-US,Legal,untrue,False
en-US,Legal,updated,False
en-US,Legal,upgrade,False
en-US,Legal,use,False
en-US,Legal,user,False
en-US,Legal,utility,False
en-US,Legal,valid,False
en-US,Legal,valuable,False
en-US,Legal,valuation,False
en-US,Legal,value,False
en-US,Legal,variable,False
en-US,Legal,vehicle,False
en-US,Legal,vendor,False
en-US,Legal,venture,False
en-US,Legal,venue,False
en-US,Legal,verify,False
en-US,Legal,vessel,False
en-US,Legal,vest,False
en-US,Legal,vice president,False
en-US,Legal,violate,False
en-US,Legal,void,False
en-US,Legal,voluntarily,False
en-US,Legal,voluntary,False
en-US,Legal,vote,False
en-US,Legal,voting rights,False
en-US,Legal,voting security,False
en-US,Legal,wage,False
en-US,Legal,waive,False
en-US,Legal,waiver,False
en-US,Legal,wall,False
en-US,Legal,warehouse,False
en-US,Legal,warrant,False
en-US,Legal,warranty,False
en-US,Legal,waste,False
en-US,Legal,water,False
en-US,Legal,week,False
en-US,Legal,well,False
en-US,Legal,whole,False
en-US,Legal,whole loan,False
en-US,Legal,wholly-owned,False
en-US,Legal,willful,False
en-US,Legal,willful misconduct,False
en-US,Legal,wire,False
en-US,Legal,wire transfer,False
en-US,Legal,withdraw,False
en-US,Legal,withdrawn,False
en-US,Legal,withheld,False
en-US,Legal,withhold,False
en-US,Legal,without cause,False
en-US,Legal,without prejudice,False
en-US,Legal,without recourse,False
en-US,Legal,witness,False
en-US,Legal,work,False
en-US,Legal,working capital,False
en-US,Legal,world,False
en-US,Legal,writing,False
en-US,Legal,written,False
en-US,Legal,written consent,False
en-US,Legal,written notice,False
en-US,Legal,wrongful,False
en-US,Legal,year,False
en-US,Legal,yield,False
en-US,Legal,zoning,False
