Term Locale,Term Category,Term,Alias,Case Sensitive
en-US,Accounting - US GAAP,Lump-Sum Distribution,,False
en-US,Accounting - US GAAP,Macroeconomics,,False
en-US,Accounting - US GAAP,Management,,False
en-US,Accounting - US GAAP,Management Accounting,,False
en-US,Accounting - US GAAP,Management Discussion and Analysis,MD&A,False
en-US,Accounting - US GAAP,Management's Report,,False
en-US,Accounting - US GAAP,Managerial Accounting,,False
en-US,Accounting - US GAAP,Manipulation,,False
en-US,Accounting - US GAAP,Manufacture,,False
en-US,Accounting - US GAAP,Manufacturing Overhead,,False
en-US,Accounting - US GAAP,Margin,,False
en-US,Accounting - US GAAP,Margin of Profit,,False
en-US,Accounting - US GAAP,Marginal Cost,,False
en-US,Accounting - US GAAP,Marginal Tax Rate,,False
en-US,Accounting - US GAAP,Mark-to-Market,,False
en-US,Accounting - US GAAP,Markdown,,False
en-US,Accounting - US GAAP,Market,,False
en-US,Accounting - US GAAP,Market Capitalization,,False
en-US,Accounting - US GAAP,Market Index,,False
en-US,Accounting - US GAAP,Market Interest Rate,,False
en-US,Accounting - US GAAP,Market Price,,False
en-US,Accounting - US GAAP,Market Share,,False
en-US,Accounting - US GAAP,Market Value,,False
en-US,Accounting - US GAAP,Marketable Securities,,False
en-US,Accounting - US GAAP,Marketing,,False
en-US,Accounting - US GAAP,Markup,,False
en-US,Accounting - US GAAP,Married Taxpayers,,False
en-US,Accounting - US GAAP,Matching Principle,,False
en-US,Accounting - US GAAP,Material,,False
en-US,Accounting - US GAAP,Material Weakness,,False
en-US,Accounting - US GAAP,Materiality,,False
en-US,Accounting - US GAAP,Materials Inventory Account,,False
en-US,Accounting - US GAAP,Maturity,,False
en-US,Accounting - US GAAP,Maturity Date,,False
en-US,Accounting - US GAAP,Merchandise,,False
en-US,Accounting - US GAAP,Merchandise Inventory,,False
en-US,Accounting - US GAAP,Merger,,False
en-US,Accounting - US GAAP,Microeconomic Pricing Model,,False
en-US,Accounting - US GAAP,Microeconomics,,False
en-US,Accounting - US GAAP,Mixed Costs,,False
en-US,Accounting - US GAAP,Modeling,,False
en-US,Accounting - US GAAP,Modified Accelerated Cost Recovery System,MACRS,False
en-US,Accounting - US GAAP,Monetary Items,,False
en-US,Accounting - US GAAP,Money Laundering,,False
en-US,Accounting - US GAAP,Money Market,,False
en-US,Accounting - US GAAP,Monopoly,,False
en-US,Accounting - US GAAP,Mortgage,,False
en-US,Accounting - US GAAP,Moving Average,,False
en-US,Accounting - US GAAP,Moving Average Method,,False
en-US,Accounting - US GAAP,Municipal Bond,,False
en-US,Accounting - US GAAP,Mutual Agency,,False
en-US,Accounting - US GAAP,Mutual Fund,,False
en-US,Accounting - US GAAP,National Association of Securities Dealers Automated Quotations,NASDAQ,False
en-US,Accounting - US GAAP,National Association of State Boards of Accountancy,NASBA,False
en-US,Accounting - US GAAP,Nationalization,,False
en-US,Accounting - US GAAP,Negative Assurance,,False
en-US,Accounting - US GAAP,Negligence,,False
en-US,Accounting - US GAAP,Negotiable,,False
en-US,Accounting - US GAAP,Net,,False
en-US,Accounting - US GAAP,Net Asset Value,NAV,False
en-US,Accounting - US GAAP,Net Assets,,False
en-US,Accounting - US GAAP,Net Current Assets,,False
en-US,Accounting - US GAAP,Net Income,,False
en-US,Accounting - US GAAP,Net Lease,,False
en-US,Accounting - US GAAP,Net Loss,,False
en-US,Accounting - US GAAP,Net Present Value,NPV,False
en-US,Accounting - US GAAP,Net Present Value Method,,False
en-US,Accounting - US GAAP,Net Proceeds,,False
en-US,Accounting - US GAAP,Net Sales,,False
en-US,Accounting - US GAAP,Net Worth,,False
en-US,Accounting - US GAAP,New York Stock Exchange,NNYSE,False
en-US,Accounting - US GAAP,No-Par Stock,,False
en-US,Accounting - US GAAP,No-Par Value,,False
en-US,Accounting - US GAAP,Non Routine Transactions,,False
en-US,Accounting - US GAAP,Non-Callable,,False
en-US,Accounting - US GAAP,Dispute Resolution,,False
en-US,Accounting - US GAAP,Non-for-Profit Organization,Tax-Exempt Organization,False
en-US,Accounting - US GAAP,Non-Sufficient Funds Check,NSF,False
en-US,Accounting - US GAAP,Nonresident Alien,,False
en-US,Accounting - US GAAP,Not-for-Profit,,False
en-US,Accounting - US GAAP,Note,,False
en-US,Accounting - US GAAP,Notes Payable,,False
en-US,Accounting - US GAAP,Notes Receivable,,False
en-US,Accounting - US GAAP,Notional,,False
en-US,Accounting - US GAAP,Objectivity,,False
en-US,Accounting - US GAAP,Obligations,,False
en-US,Accounting - US GAAP,Obsolescence,,False
en-US,Accounting - US GAAP,Offer,,False
en-US,Accounting - US GAAP,Offering Price,,False
en-US,Accounting - US GAAP,Open-End Mutual Fund,,False
en-US,Accounting - US GAAP,Operating Agreement,,False
en-US,Accounting - US GAAP,Operating Cycle,,False
en-US,Accounting - US GAAP,Operating Expense,,False
en-US,Accounting - US GAAP,Operating Lease,,False
en-US,Accounting - US GAAP,Operating Profit,,False
en-US,Accounting - US GAAP,Opportunity Cose,,False
en-US,Accounting - US GAAP,Option,,False
en-US,Accounting - US GAAP,Ordinary Annuity,,False
en-US,Accounting - US GAAP,Ordinary Income,,False
en-US,Accounting - US GAAP,Organization,,False
en-US,Accounting - US GAAP,Organization Expenditures,,False
en-US,Accounting - US GAAP,Original Cost,,False
en-US,Accounting - US GAAP,Operating Loss,,False
en-US,Accounting - US GAAP,Other Comprehensive Basis of Accounting,OCBOA,False
en-US,Accounting - US GAAP,Other Post-Retirement Employee Benefit,OPEB,False
en-US,Accounting - US GAAP,Output,,False
en-US,Accounting - US GAAP,Outsourcing,,False
en-US,Accounting - US GAAP,Outstanding,,False
en-US,Accounting - US GAAP,Outstanding Check,,False
en-US,Accounting - US GAAP,Over-the-Counter,OTC,False
en-US,Accounting - US GAAP,Overhead,,False
en-US,Accounting - US GAAP,Overhead Application Rate,,False
en-US,Accounting - US GAAP,Owner's Equity,,False
en-US,Accounting - US GAAP,Paid in Capital,PIC,False
en-US,Accounting - US GAAP,Par,,False
en-US,Accounting - US GAAP,Par Value,,False
en-US,Accounting - US GAAP,Parent Company,,False
en-US,Accounting - US GAAP,Partnership,,False
en-US,Accounting - US GAAP,Passive Activity Loss,,False
en-US,Accounting - US GAAP,Passive Income,,False
en-US,Accounting - US GAAP,Patronage Dividends,,False
en-US,Accounting - US GAAP,Payback Period,,False
en-US,Accounting - US GAAP,Payback Period Method,,False
en-US,Accounting - US GAAP,Payout Ratio,,False
en-US,Accounting - US GAAP,Peer Review,,False
en-US,Accounting - US GAAP,Penalty,,False
en-US,Accounting - US GAAP,Pension,,False
en-US,Accounting - US GAAP,Period,,False
en-US,Accounting - US GAAP,Periodic Inventory System,,False
en-US,Accounting - US GAAP,Periodicity,,False
en-US,Accounting - US GAAP,Perpetual Inventory,,False
en-US,Accounting - US GAAP,Personal Financial Planning,,False
en-US,Accounting - US GAAP,Personal Financial Specialist,PFS,False
en-US,Accounting - US GAAP,Personal Financial Statements,,False
en-US,Accounting - US GAAP,Personal Property,,False
en-US,Accounting - US GAAP,Petty Cash,,False
en-US,Accounting - US GAAP,Phantom Income,,False
en-US,Accounting - US GAAP,Physical Inventory,,False
en-US,Accounting - US GAAP,Plant,,False
en-US,Accounting - US GAAP,Pledged,,False
en-US,Accounting - US GAAP,Pooling of Interest,,False
en-US,Accounting - US GAAP,Portfolio,,False
en-US,Accounting - US GAAP,Post-Closing Trial Balance,,False
en-US,Accounting - US GAAP,Post-Retirement Benefits,,False
en-US,Accounting - US GAAP,Predetermined Overhead Rate,,False
en-US,Accounting - US GAAP,Preemptive Right,,False
en-US,Accounting - US GAAP,Preferred Stock,,False
en-US,Accounting - US GAAP,Premium,,False
en-US,Accounting - US GAAP,Premium Bond,,False
en-US,Accounting - US GAAP,Prenuptial Contract,,False
en-US,Accounting - US GAAP,Prepaid Expense,,False
en-US,Accounting - US GAAP,Present Value,,False
en-US,Accounting - US GAAP,Preventive Controls,,False
en-US,Accounting - US GAAP,Price Range,,False
en-US,Accounting - US GAAP,Price/Earnings Ratio,P/E Ratio,False
en-US,Accounting - US GAAP,Primary Earnings Per Share,,False
en-US,Accounting - US GAAP,Prime Rate,,False
en-US,Accounting - US GAAP,Principal,,False
en-US,Accounting - US GAAP,Private Placement,,False
en-US,Accounting - US GAAP,Privilege,,False
en-US,Accounting - US GAAP,Privity,,False
en-US,Accounting - US GAAP,Pro Forma,,False
en-US,Accounting - US GAAP,Pro Rata,,False
en-US,Accounting - US GAAP,Product Line,,False
en-US,Accounting - US GAAP,Production,,False
en-US,Accounting - US GAAP,Profit,,False
en-US,Accounting - US GAAP,Profit Margin,,False
en-US,Accounting - US GAAP,Profit Margin Pricing,,False
en-US,Accounting - US GAAP,Profit Sharing Plan,,False
en-US,Accounting - US GAAP,Profitability,,False
en-US,Accounting - US GAAP,Projection,,False
en-US,Accounting - US GAAP,Promissory Note,,False
en-US,Accounting - US GAAP,"Property, Plant, and Equipment",,False
en-US,Accounting - US GAAP,Proprietorship,,False
en-US,Accounting - US GAAP,Prospective Financial Information,,False
en-US,Accounting - US GAAP,Prospectus,,False
en-US,Accounting - US GAAP,Proxy,,False
en-US,Accounting - US GAAP,Public Company Accounting Oversight Board,PCAOB,False
en-US,Accounting - US GAAP,Public Offering,,False
en-US,Accounting - US GAAP,Public Oversight Board,POB,False
en-US,Accounting - US GAAP,Purchase Method of Accounting,,False
en-US,Accounting - US GAAP,Purchase Order,,False
en-US,Accounting - US GAAP,Purchases,,False
en-US,Accounting - US GAAP,Purchases Discounts,,False
en-US,Accounting - US GAAP,Purchases Returns and Allowances,,False
en-US,Accounting - US GAAP,Push-Down Accounting,,False
en-US,Accounting - US GAAP,Puts,,False
en-US,Accounting - US GAAP,Qualified Opinion,,False
en-US,Accounting - US GAAP,Qualitative,,False
en-US,Accounting - US GAAP,Qualitative Analysis,,False
en-US,Accounting - US GAAP,Quality,,False
en-US,Accounting - US GAAP,Quantitative Analysis,,False
en-US,Accounting - US GAAP,Quantity,,False
en-US,Accounting - US GAAP,Quarter,,False
en-US,Accounting - US GAAP,Quarterly Reports,,False
en-US,Accounting - US GAAP,Quasi-Reorganization,,False
en-US,Accounting - US GAAP,Quick Assets,,False
en-US,Accounting - US GAAP,Quick Ratio,,False
en-US,Accounting - US GAAP,Rate of Return,,False
en-US,Accounting - US GAAP,Ratio Analysis,,False
en-US,Accounting - US GAAP,Raw Material,,False
en-US,Accounting - US GAAP,Raw Materials Inventory Account,,False
en-US,Accounting - US GAAP,Real Estate,,False
en-US,Accounting - US GAAP,Real Estate Investment Trust ,REIT,False
en-US,Accounting - US GAAP,Real Estate Mortgage Investment Conduit,REMIC,False
en-US,Accounting - US GAAP,Real Income,,False
en-US,Accounting - US GAAP,Real Interest Rate,,False
en-US,Accounting - US GAAP,Real Property,,False
en-US,Accounting - US GAAP,Real Rate of Return,,False
en-US,Accounting - US GAAP,Realization,,False
en-US,Accounting - US GAAP,Realized Profit,,False
en-US,Accounting - US GAAP,Reasonable Assurance,,False
en-US,Accounting - US GAAP,Rebate,,False
en-US,Accounting - US GAAP,Recapitalization,,False
en-US,Accounting - US GAAP,Receivable Turnover,,False
en-US,Accounting - US GAAP,Receivables,,False
en-US,Accounting - US GAAP,Recession,,False
en-US,Accounting - US GAAP,Reconcile,,False
en-US,Accounting - US GAAP,Reconciliation,,False
en-US,Accounting - US GAAP,Recovery,,False
en-US,Accounting - US GAAP,Red Herring,,False
en-US,Accounting - US GAAP,Redemption Value,,False
en-US,Accounting - US GAAP,Refinancing Agreement,,False
en-US,Accounting - US GAAP,Refunding,,False
en-US,Accounting - US GAAP,Registrar,,False
en-US,Accounting - US GAAP,Regression Analysis,,False
en-US,Accounting - US GAAP,Regressive Rate,,False
en-US,Accounting - US GAAP,Realized Loss,,False
en-US,Accounting - US GAAP,Regulated Investment Company,RIC,False
en-US,Accounting - US GAAP,Reinsurance,,False
en-US,Accounting - US GAAP,Reinvestment Rate,,False
en-US,Accounting - US GAAP,Related Party Transaction,,False
en-US,Accounting - US GAAP,Relevant Assertions,,False
en-US,Accounting - US GAAP,Reorganization,,False
en-US,Accounting - US GAAP,Repairs,,False
en-US,Accounting - US GAAP,Replacements,,False
en-US,Accounting - US GAAP,Report,,False
en-US,Accounting - US GAAP,Report Release Date,,False
en-US,Accounting - US GAAP,Repos,,False
en-US,Accounting - US GAAP,Repurchase Agreement,Repos,False
en-US,Accounting - US GAAP,Required Rate of Return,,False
en-US,Accounting - US GAAP,Rescind,,False
en-US,Accounting - US GAAP,Research and Development,R&D,False
en-US,Accounting - US GAAP,Research and Development Costs,,False
en-US,Accounting - US GAAP,Reserve,,False
en-US,Accounting - US GAAP,Resident Alien,,False
en-US,Accounting - US GAAP,Residual Value,,False
en-US,Accounting - US GAAP,Restricted Assets,,False
en-US,Accounting - US GAAP,Restricted Fund,,False
en-US,Accounting - US GAAP,Restructuring,,False
en-US,Accounting - US GAAP,Retail Method,,False
en-US,Accounting - US GAAP,Retained Earnings,,False
en-US,Accounting - US GAAP,Retained Earnings Account,,False
en-US,Accounting - US GAAP,Retire,,False
en-US,Accounting - US GAAP,Return,,False
en-US,Accounting - US GAAP,Return on Assets,,False
en-US,Accounting - US GAAP,Return on Equity,,False
en-US,Accounting - US GAAP,Return on Investment,ROI,False
en-US,Accounting - US GAAP,Return on Sales,,False
en-US,Accounting - US GAAP,Revenue Recognition,,False
en-US,Accounting - US GAAP,Revenues,,False
en-US,Accounting - US GAAP,Review,,False
en-US,Accounting - US GAAP,Review Engagement,,False
en-US,Accounting - US GAAP,Review Report,,False
en-US,Accounting - US GAAP,Right of Rescission,,False
en-US,Accounting - US GAAP,Right to Setoff,,False
en-US,Accounting - US GAAP,Risk,,False
en-US,Accounting - US GAAP,Risk Averse,,False
en-US,Accounting - US GAAP,Risk Management,,False
en-US,Accounting - US GAAP,Risk-Adjusted Discount Rate,,False
en-US,Accounting - US GAAP,Routine Transactions,,False
en-US,Accounting - US GAAP,S Corporation,,False
en-US,Accounting - US GAAP,Safe Harbor Rule,,False
en-US,Accounting - US GAAP,Sale,,False
en-US,Accounting - US GAAP,Sale-Leaseback Transaction,,False
en-US,Accounting - US GAAP,Sales Discount,,False
en-US,Accounting - US GAAP,Sales Tax,,False
en-US,Accounting - US GAAP,Salvage Value,,False
en-US,Accounting - US GAAP,Savings Bond,,False
en-US,Accounting - US GAAP,Seasonality,,False
en-US,Accounting - US GAAP,SEC Filings,,False
en-US,Accounting - US GAAP,SEC Registration Statement,,False
en-US,Accounting - US GAAP,Secondary Market,,False
en-US,Accounting - US GAAP,Secured Bond,,False
en-US,Accounting - US GAAP,Secured Debt,,False
en-US,Accounting - US GAAP,Securities and Commodities Exchanges,,False
en-US,Accounting - US GAAP,Securities and Exchange Commission,SEC,False
en-US,Accounting - US GAAP,Securities Industry Association,SIA,False
en-US,Accounting - US GAAP,Securitization,,False
en-US,Accounting - US GAAP,Security,,False
en-US,Accounting - US GAAP,Security Interest,,False
en-US,Accounting - US GAAP,Self Employment Tax,,False
en-US,Accounting - US GAAP,Sell Out,,False
en-US,Accounting - US GAAP,"Selling, General, and Administrative Expenses",SG&A,False
en-US,Accounting - US GAAP,Sensitivity Analysis,,False
en-US,Accounting - US GAAP,Separate Entity,,False
en-US,Accounting - US GAAP,Serial Bond,,False
en-US,Accounting - US GAAP,Settlement Method,,False
en-US,Accounting - US GAAP,Share,,False
en-US,Accounting - US GAAP,Shareholder,,False
en-US,Accounting - US GAAP,Shares Authorized,,False
en-US,Accounting - US GAAP,Shares Outstanding,,False
en-US,Accounting - US GAAP,Short Bond,,False
en-US,Accounting - US GAAP,Short Coupon,,False
en-US,Accounting - US GAAP,Short Interest,,False
en-US,Accounting - US GAAP,Short Sale,,False
en-US,Accounting - US GAAP,Short-Term,,False
en-US,Accounting - US GAAP,Short-Term Debt,,False
en-US,Accounting - US GAAP,Short-Term Gain or Loss,,False
en-US,Accounting - US GAAP,Short-Term Investment,,False
en-US,Accounting - US GAAP,Significant Accounts,,False
en-US,Accounting - US GAAP,Significant Deficiency,,False
en-US,Accounting - US GAAP,Significant Findings or Issues,,False
en-US,Accounting - US GAAP,Simple Interest,,False
en-US,Accounting - US GAAP,Simple Plans,,False
en-US,Accounting - US GAAP,Simple Trust,,False
en-US,Accounting - US GAAP,Simplified Employee Pension Plan,SEP,False
en-US,Accounting - US GAAP,Single Audit Act,,False
en-US,Accounting - US GAAP,Single-Premium Deferred Annuity,SPDA,False
en-US,Accounting - US GAAP,Sinking Fund,,False
en-US,Accounting - US GAAP,Small Business Stock,,False
en-US,Accounting - US GAAP,Sole Proprietorship,,False
en-US,Accounting - US GAAP,Solvency,,False
en-US,Accounting - US GAAP,Solvent,,False
en-US,Accounting - US GAAP,Special Assessment,,False
en-US,Accounting - US GAAP,Special Report,,False
en-US,Accounting - US GAAP,Specialist,,False
en-US,Accounting - US GAAP,Specialized Mutual Fund,,False
en-US,Accounting - US GAAP,Specific Identification Method,,False
en-US,Accounting - US GAAP,Speculation,,False
en-US,Accounting - US GAAP,Spinoff,,False
en-US,Accounting - US GAAP,Split Offering,,False
en-US,Accounting - US GAAP,Spot Market,,False
en-US,Accounting - US GAAP,Spread,,False
en-US,Accounting - US GAAP,Spreadsheet,,False
en-US,Accounting - US GAAP,Standard,,False
en-US,Accounting - US GAAP,Standard Cost,,False
en-US,Accounting - US GAAP,Standard Deduction,,False
en-US,Accounting - US GAAP,Standard Deviation,,False
en-US,Accounting - US GAAP,Start-Up Costs,,False
en-US,Accounting - US GAAP,Stated Value,,False
en-US,Accounting - US GAAP,Statement,,False
en-US,Accounting - US GAAP,Statement of Cash Flows,,False
en-US,Accounting - US GAAP,Statement of Cost of Goods Manufactured,,False
en-US,Accounting - US GAAP,Statement of Financial Accounting Standards,SFAS,False
en-US,Accounting - US GAAP,Statement of Financial Condition,,False
en-US,Accounting - US GAAP,Statement of Owner's Equity,,False
en-US,Accounting - US GAAP,Statements on Auditing Standards,SAS,False
en-US,Accounting - US GAAP,Statements on Standards for Accounting and Review Services,SSARS,False
en-US,Accounting - US GAAP,Statute of Limitations,,False
en-US,Accounting - US GAAP,Stepped Up Basis,,False
en-US,Accounting - US GAAP,Stock Compensation Plan,,False
en-US,Accounting - US GAAP,Stock Exchange,,False
en-US,Accounting - US GAAP,Stock Market,,False
en-US,Accounting - US GAAP,Stock Options,,False
en-US,Accounting - US GAAP,Stock Rights,,False
en-US,Accounting - US GAAP,Stock Split,,False
en-US,Accounting - US GAAP,Stockholder,,False
en-US,Accounting - US GAAP,Stockholders' Equity,,False
en-US,Accounting - US GAAP,Straight-Line Depreciation,,False
en-US,Accounting - US GAAP,Straight-Line Percentage,,False
en-US,Accounting - US GAAP,Strike Price,,False
en-US,Accounting - US GAAP,Subsequent Event,,False
en-US,Accounting - US GAAP,Subsidiary,,False
en-US,Accounting - US GAAP,Sum-of-the-Years-Digits Method,,False
en-US,Accounting - US GAAP,Surplus,,False
en-US,Accounting - US GAAP,Surviving Spouse,,False
en-US,Accounting - US GAAP,Swap,,False
en-US,Accounting - US GAAP,T Account,,False
en-US,Accounting - US GAAP,Takeover,,False
en-US,Accounting - US GAAP,Tangible Asset,,False
en-US,Accounting - US GAAP,Target Costing,,False
en-US,Accounting - US GAAP,Tax,,False
en-US,Accounting - US GAAP,Tax Basis,,False
en-US,Accounting - US GAAP,Tax Court,,False
en-US,Accounting - US GAAP,Tax Credit for the Elderly and Disabled,,False
en-US,Accounting - US GAAP,Tax Lien,,False
en-US,Accounting - US GAAP,Tax Shelter,,False
en-US,Accounting - US GAAP,Tax Year,,False
en-US,Accounting - US GAAP,Taxable Earnings,,False
en-US,Accounting - US GAAP,Taxable Income,,False
en-US,Accounting - US GAAP,Taxable Municipal Bond,,False
en-US,Accounting - US GAAP,Taxpayer Identification Number,TIN,False
en-US,Accounting - US GAAP,Tenancy-in-Common,,False
en-US,Accounting - US GAAP,Term,,False
en-US,Accounting - US GAAP,Term Loan,,False
en-US,Accounting - US GAAP,Test,,False
en-US,Accounting - US GAAP,Time Value,,False
en-US,Accounting - US GAAP,Time Value of Money,,False
en-US,Accounting - US GAAP,Timing of Tests of Control,,False
en-US,Accounting - US GAAP,TIN,,False
en-US,Accounting - US GAAP,Tip,,False
en-US,Accounting - US GAAP,Title,,False
en-US,Accounting - US GAAP,Ton,,False
en-US,Accounting - US GAAP,Total Capitalization,,False
en-US,Accounting - US GAAP,Total Cost,,False
en-US,Accounting - US GAAP,Total Direct Labor Cost Variance,,False
en-US,Accounting - US GAAP,Total Direct Materials Cost Variance,,False
en-US,Accounting - US GAAP,Total Gain,,False
en-US,Accounting - US GAAP,Total Inventory Method,,False
en-US,Accounting - US GAAP,Total Quality Management,,False
en-US,Accounting - US GAAP,Trade,,False
en-US,Accounting - US GAAP,Trade Date,,False
en-US,Accounting - US GAAP,Trademark,,False
en-US,Accounting - US GAAP,Trader,,False
en-US,Accounting - US GAAP,Transaction,,False
en-US,Accounting - US GAAP,Transfer,,False
en-US,Accounting - US GAAP,Transfer Agent,,False
en-US,Accounting - US GAAP,Transfer Price,,False
en-US,Accounting - US GAAP,Transfer Tax,,False
en-US,Accounting - US GAAP,Transferee Liability,,False
en-US,Accounting - US GAAP,Transferred Basis,,False
en-US,Accounting - US GAAP,Treasurer,,False
en-US,Accounting - US GAAP,Treasury,,False
en-US,Accounting - US GAAP,Treasury Bill,,False
en-US,Accounting - US GAAP,Treasury Bond,,False
en-US,Accounting - US GAAP,Treasury Instruments,,False
en-US,Accounting - US GAAP,Treasury Note,,False
en-US,Accounting - US GAAP,Treasury Stock,,False
en-US,Accounting - US GAAP,Trend,,False
en-US,Accounting - US GAAP,Trend Analysis,,False
en-US,Accounting - US GAAP,Trial Balance,,False
en-US,Accounting - US GAAP,Troubled Debt Restructuring,,False
en-US,Accounting - US GAAP,Trust,,False
en-US,Accounting - US GAAP,Trustee,,False
en-US,Accounting - US GAAP,Turnover,,False
en-US,Accounting - US GAAP,Unamortized Bond Discount,,False
en-US,Accounting - US GAAP,Unamortized Premiums on Investments,,False
en-US,Accounting - US GAAP,Unaudited Financial Statements,,False
en-US,Accounting - US GAAP,Underlying Debt,,False
en-US,Accounting - US GAAP,Underlying Security,,False
en-US,Accounting - US GAAP,Undervalued,,False
en-US,Accounting - US GAAP,Underwrite,,False
en-US,Accounting - US GAAP,Unearned Discount,,False
en-US,Accounting - US GAAP,Unearned Income,,False
en-US,Accounting - US GAAP,Unearned Interest,,False
en-US,Accounting - US GAAP,Unequal Cash Flows,,False
en-US,Accounting - US GAAP,Uniform Accountancy Act,UAA,False
en-US,Accounting - US GAAP,Uniform Capitalization Rules,,False
en-US,Accounting - US GAAP,Unissued Stock,,False
en-US,Accounting - US GAAP,Unit,,False
en-US,Accounting - US GAAP,Unlimited Liability,,False
en-US,Accounting - US GAAP,Unqualified Opinion,,False
en-US,Accounting - US GAAP,Unrealized Loss or Gain on Long-Term Investments,,False
en-US,Accounting - US GAAP,Unrealized Profit,,False
en-US,Accounting - US GAAP,Unrestricted Funds,,False
en-US,Accounting - US GAAP,Unsecured Bond,,False
en-US,Accounting - US GAAP,Use of Professional Skepticism when Evaluating the Results of Testing,,False
en-US,Accounting - US GAAP,Valuation,,False
en-US,Accounting - US GAAP,Valuation Allowance,,False
en-US,Accounting - US GAAP,Value,,False
en-US,Accounting - US GAAP,Unrealized Loss,,False
en-US,Accounting - US GAAP,Value-Added Tax,VAT,False
en-US,Accounting - US GAAP,Variable Annuity,,False
en-US,Accounting - US GAAP,Variable Costs,,False
en-US,Accounting - US GAAP,Variable Manufacturing Costs,,False
en-US,Accounting - US GAAP,Variable Overhead,,False
en-US,Accounting - US GAAP,Variable Rate Loan,,False
en-US,Accounting - US GAAP,Variance,,False
en-US,Accounting - US GAAP,Velocity,,False
en-US,Accounting - US GAAP,Vendor,,False
en-US,Accounting - US GAAP,Venture Capital,,False
en-US,Accounting - US GAAP,Vertical Analysis,,False
en-US,Accounting - US GAAP,Vesting,,False
en-US,Accounting - US GAAP,Voidable,,False
en-US,Accounting - US GAAP,Volatile,,False
en-US,Accounting - US GAAP,Volatility,,False
en-US,Accounting - US GAAP,Volume,,False
en-US,Accounting - US GAAP,Wage,,False
en-US,Accounting - US GAAP,Walkthroughs,,False
en-US,Accounting - US GAAP,Warrant,,False
en-US,Accounting - US GAAP,Wash Sale,,False
en-US,Accounting - US GAAP,Weighted-Average-Cost Method,,False
en-US,Accounting - US GAAP,Wholesale,,False
en-US,Accounting - US GAAP,Wholesaler,,False
en-US,Accounting - US GAAP,With Recourse,,False
en-US,Accounting - US GAAP,Withholding,,False
en-US,Accounting - US GAAP,Withholding Allowance,,False
en-US,Accounting - US GAAP,Without Recourse,,False
en-US,Accounting - US GAAP,Work in Progress,,False
en-US,Accounting - US GAAP,Working Capital,,False
en-US,Accounting - US GAAP,Working Interest,,False
en-US,Accounting - US GAAP,Working Papers,,False
en-US,Accounting - US GAAP,Worksheet,,False
en-US,Accounting - US GAAP,Wrap-Around Mortgage,,False
en-US,Accounting - US GAAP,Write Off,,False
en-US,Accounting - US GAAP,Yellow Book,,False
en-US,Accounting - US GAAP,Yield,,False
en-US,Accounting - US GAAP,Yield Curve,,False
en-US,Accounting - US GAAP,Yield to Call,,False
en-US,Accounting - US GAAP,Yield to Maturity,,False
en-US,Accounting - US GAAP,Zero-Coupon Bond,,False
en-US,Accounting - US GAAP,Zero-Coupon Convertible Security,,False
